,t1,t2,T1,T2,lnfO2,P,C0,C1,C2,b1,b2,lnD0_Fo,clnfO2_Fo,cXFo_Fo,cT_i_Fo,cP_Fo,cT_iP_Fo,Profile
0,1059.9054555319701,1.9471161817666762,1229.0671876367007,1211.4876958906905,-18.32414054700574,0.7386481895669008,0.894997300789993,0.8656207786406327,0.8587482960992314,68.59777245307349,14.365278152668509,-6.736025097151382,0.22542467400683502,-7.1632896784482245,-26754.104445817975,-5.309377344090776e-10,-1.0171651932747411e-07,Ol5B_main
