,0,t_1 Median (days),t_1 1sigma error low (days),t_1 1sigma error high (days),t_1 1 sigma low (days),t_1 1 sigma high (days),t_1 2 sigma low (days),t_1 2 sigma high (days),t_2 Median (days),t_2 1sigma error low (days),t_2 1sigma error high (days),t_2 1 sigma low (days),t_2 1 sigma high (days),t_2 2 sigma low (days),t_2 2 sigma high (days),t_1c (days),t_2c (days),Profile
0,0,1059.9054555319701,199.99378047804134,261.603900477405,859.9116750539288,1321.509356009375,702.952883089736,1615.562579337906,1.9471161817666762,0.6548740173247942,0.8906805653808827,1.292242164441882,2.837796747147559,0.8962205049655698,3.8509145327519336,1061.8525717137368,1.9471161817666762,Ol5B_main
