,Profile,t1 Median (days),t1 Mean (days),t1 1sigma err low (days),t1 1sigma err high (days),t2 Median (days),t2 Mean (days),t2 1sigma err low (days),t2 1sigma err high (days)
0,Ol5B_main,1058.5183400900662,1088.929607063651,202.24495154715748,249.65300743547368,1.9603557620903584,2.0765834124121128,0.6089689869176977,0.8883390517292851
