Nested Sampling Global Log-Evidence           :   -0.421256799195130327E+01  +/-    0.966370306351755914E-01

Dim No.       Mean        Sigma
   1    0.159377885476272838E-02    0.254475353627876377E-03
   2    0.121075507912798594E+04    0.117942690119160147E+02
   3    0.907261948056178836E-03    0.923408797821226692E-04
   4    0.563768138538481836E+02    0.902297884615423706E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.150689673791075201E-02
   2    0.121020837679200190E+04
   3    0.882963452428299099E-03
   4    0.567926711054535787E+02

MAP Parameters
Dim No.        Parameter
   1    0.180865452136429400E-02
   2    0.122026507044290338E+04
   3    0.884519221959793704E-03
   4    0.561471284905782113E+02
