Nested Sampling Global Log-Evidence           :   -0.363198413927707930E+01  +/-    0.888400211744021367E-01

Dim No.       Mean        Sigma
   1    0.365934545317404434E-02    0.761935837618443290E-03
   2    0.121023142160707266E+04    0.123604699689684754E+02
   3    0.904952747278035992E-03    0.888924150029861881E-04
   4    0.675261764147380603E+02    0.957071159497175694E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.232524902585880787E-02
   2    0.117934983740520192E+04
   3    0.738893543656636976E-03
   4    0.673584783034636416E+02

MAP Parameters
Dim No.        Parameter
   1    0.354320049600909560E-02
   2    0.122257763761687761E+04
   3    0.963520779517233576E-03
   4    0.679504996738522777E+02
