Nested Sampling Global Log-Evidence           :   -0.417837315760666783E+01  +/-    0.962708753754692587E-01

Dim No.       Mean        Sigma
   1    0.115749810078471550E-02    0.215643862778251710E-03
   2    0.120898893762204079E+04    0.126782536037242917E+02
   3    0.880398223448010755E-03    0.879264325460810906E-04
   4    0.101509846556857994E+03    0.862168790504776461E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.140340751751079980E-02
   2    0.121745665112783536E+04
   3    0.104983337088866615E-02
   4    0.102149011188850736E+03

MAP Parameters
Dim No.        Parameter
   1    0.952205074285953170E-03
   2    0.120416941699153313E+04
   3    0.874945213686081761E-03
   4    0.101461330430524995E+03
