"SiO2","TiO2","Al2O3","Cr2O3","FeO","Fe2O3","MnO","MgO","CaO","Na2O","K2O","P2O5","Total","H2O"
50.97243689058,2.37803562126291,13.14831233403,0,8.27897345984044,2.01983802865061,0.148434242021382,9.77018944744261,10.600041077809,2.12077182709507,0.394325181848679,0,99.8313581105807,0.433589197263579
