,"t","T","lnfO2","P","Ea","C0","C1","b1","Profile"
0,0.860218060736718,1206.00163844242,-18.5507450536097,0.41221369680027,201255.749408219,0.851921571291617,0.847980941384873,3.98308395763622,"Ol1A"
0,42.7408504555264,1204.04232828919,-18.6118043074063,0.386694415470042,199265.060547096,0.850768856186333,0.843501721176335,26.624151134272,"Ol2B"
0,6.97594325992673,1212.35401402018,-18.3250391648992,0.75805809835542,202650.458068322,0.859525734802551,0.866437983371064,4.38249903656689,"Ol5B_lg"
0,19.2646100266052,1226.02765630874,-18.0231056989894,0.749395446087163,200181.571052401,0.86473832913962,0.895263165446023,9.80603926054061,"Ol13A"
