,0,"t_1 Median (days)","t_1 1sigma error low (days)","t_1 1sigma error high (days)","t_1 1 sigma low (days)","t_1 1 sigma high (days)","t_1 2 sigma low (days)","t_1 2 sigma high (days)","t_2 Median (days)","t_2 1sigma error low (days)","t_2 1sigma error high (days)","t_2 1 sigma low (days)","t_2 1 sigma high (days)","t_2 2 sigma low (days)","t_2 2 sigma high (days)","t_1c (days)","t_2c (days)","Profile"
0,0,2277.71133743501,1182.16370845036,2652.86072547429,1095.54762898465,4930.5720629093,658.765164884878,8126.63039802398,4.49706894086327,2.64158148901681,5.64120789907324,1.85548745184646,10.1382768399365,1.0288779563731,18.1580030453464,2282.20840637587,4.49706894086327,"Ol5B_main"
0,0,0.355349670174067,0.209053436399541,0.869736007008847,0.146296233774527,1.22508567718291,0.107301624800509,4.85135723606605,13.4171260630076,9.16035256812379,22.9055617012751,4.2567734948838,36.3226877642827,1.75208939401247,69.8080857504674,13.7724757331817,13.4171260630076,"Ol4A"
