,"t1","t2","T1","T2","lnfO2","P","Ea","C0","C1","C2","b1","b2","Profile"
0,2277.71133743501,4.49706894086327,1230.05338606227,1208.4868575401,-18.3080316695903,0.745314553469771,202685.863353948,0.894992770694616,0.865595574265537,0.858762385949722,65.741251939084,14.1934621160643,"Ol5B_main"
0,0.355349670174067,13.4171260630076,1186.43953193852,1204.93617746835,-18.7021113514845,0.398243075559025,209678.160867098,0.848861076905345,0.836686280033302,0.850973114838443,119.82108387254,31.6035703024187,"Ol4A"
