,t,T,lnfO2,P,C0,C1,b1,lnD0_Fo,clnfO2_Fo,cXFo_Fo,cT_i_Fo,cP_Fo,cT_iP_Fo,Profile
0,24.669308079015714,1207.5669831630375,-18.642483293265236,0.39422224721540505,0.8507450088610548,0.8435435264235379,30.722733901298245,-6.794560975254812,0.22150577834496202,-7.169394330739655,-26783.22532236403,-4.764087386077787e-10,-1.6837097669915151e-07,Ol2B
