,Median (days),1 sigma low (days),1 sigma high (days),2 sigma low (days),2 sigma high (days),1sigma error low (days),1sigma error high (days),Profile
0,24.669308079015714,14.216480330508693,39.29951858972331,9.515435622917531,59.174974959064066,10.452827748507021,14.630210510707599,Ol2B
