,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0017531500031231682,0.0009901847444799715,0.03165516545746347,0.000689227216388274,3.0356810977617776,0.0007629652586431967,0.029902015454340302,K97_23_1_1_1
