Nested Sampling Global Log-Evidence           :   -0.359423699930738483E+01  +/-    0.881341546000710407E-01

Dim No.       Mean        Sigma
   1    0.116265029527346984E-02    0.244318886948356924E-03
   2    0.121026996605045065E+04    0.119305645473273074E+02
   3    0.899117176562380226E-03    0.874594334159826053E-04
   4    0.915749827009142336E+02    0.100517786723114133E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.106689894003746317E-02
   2    0.119879155928227328E+04
   3    0.940473505664499577E-03
   4    0.922819682824419232E+02

MAP Parameters
Dim No.        Parameter
   1    0.830365801012840810E-03
   2    0.119187068919838498E+04
   3    0.898388780017973245E-03
   4    0.919075288033339746E+02
