,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0008357720550509332,0.0007071606475769838,0.000972019132724953,0.0005863495151490865,0.001171456968028012,0.00012861140747394949,0.0001362470776740197,K97_23_10_1
