Nested Sampling Global Log-Evidence           :   -0.443443106937376097E+01  +/-    0.995822061431838046E-01

Dim No.       Mean        Sigma
   1    0.844282953916757777E-03    0.140589089088096972E-03
   2    0.120965750529794173E+04    0.120379738575878878E+02
   3    0.891846088184880797E-03    0.909849239103220088E-04
   4    0.610080409077142249E+02    0.967350147677141003E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.974622418060462734E-03
   2    0.120337723560907807E+04
   3    0.108734267041990518E-02
   4    0.609759811986304996E+02

MAP Parameters
Dim No.        Parameter
   1    0.871946227961399069E-03
   2    0.121953326904292067E+04
   3    0.941987264083663390E-03
   4    0.608833933516197163E+02
