Nested Sampling Global Log-Evidence           :   -0.660567264283715483E+00  +/-    0.360120037733874729E-01

Dim No.       Mean        Sigma
   1    0.964220579613911055E+00    0.193235667134580158E+01
   2    0.120913834258868110E+04    0.127820323947122336E+02
   3    0.901606219812927084E-03    0.101389930484161415E-03
   4    0.142561629552204749E+03    0.952881687041943204E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.973973789930054901E-03
   2    0.122328048362831510E+04
   3    0.852942836988153461E-03
   4    0.141930184650878516E+03

MAP Parameters
Dim No.        Parameter
   1    0.977936529565965706E+01
   2    0.120107604903978881E+04
   3    0.732818104110799506E-03
   4    0.141535298821352853E+03
