Nested Sampling Global Log-Evidence           :   -0.157826592887122197E+01  +/-    0.482777528097629305E-01

Dim No.       Mean        Sigma
   1    0.667776621743866095E+00    0.146512293395764548E+01
   2    0.120960283677178950E+04    0.123464018985380068E+02
   3    0.903127543596392822E-03    0.962467535091793275E-04
   4    0.725866766500155478E+02    0.985794876716314161E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.155439668887912986E-01
   2    0.121646868705104612E+04
   3    0.955560044133701081E-03
   4    0.720180172389598425E+02

MAP Parameters
Dim No.        Parameter
   1    0.996019063127439885E+01
   2    0.120832155352466339E+04
   3    0.779038174314203172E-03
   4    0.717598065477430964E+02
