    0.372756273254124730E-05    0.122125479419927228E+04    0.851621335956337724E-03    0.711175300147976373E+02   -0.867292656122028006E+03   -0.599146350544150419E+01    1
    0.372022355653950311E-05    0.120986118211411372E+04    0.101342486461438071E-02    0.710991316750608462E+02   -0.867292656122028006E+03   -0.599396350544151169E+01    1
    0.398481858334627376E-06    0.119155484574603815E+04    0.108342226812256246E-02    0.719855041214351417E+02   -0.867292656122028006E+03   -0.599646350544151474E+01    1
    0.284973463324904374E-06    0.118364420582348748E+04    0.900740272077635079E-03    0.728160176304456854E+02   -0.867292656122028006E+03   -0.599896350544151957E+01    1
    0.432623698508316253E-05    0.119763207429832732E+04    0.891077845684036030E-03    0.722864095611406867E+02   -0.867292656122028006E+03   -0.600146350544151552E+01    1
    0.277888480747840625E-06    0.121368686452643487E+04    0.109671310026954183E-02    0.735643228938065903E+02   -0.867292656122028006E+03   -0.600396350544151858E+01    1
    0.743199132562674756E-05    0.122866023407473313E+04    0.999492235023239630E-03    0.720393815063805789E+02   -0.867292656122028006E+03   -0.600646350544151630E+01    1
    0.756030098044745004E-06    0.119275388032820842E+04    0.637389090114217119E-03    0.719780379152134486E+02   -0.867292656122028006E+03   -0.600896350544152469E+01    1
    0.139045521506996527E-05    0.119924983751135119E+04    0.943632164692037156E-03    0.721550467012652916E+02   -0.867292656122028006E+03   -0.601146350544151886E+01    1
    0.104409768017781550E-06    0.120992269263946969E+04    0.774370110058983548E-03    0.724204194723792227E+02   -0.867292656122028006E+03   -0.601396350544150859E+01    1
    0.156165779260880473E-06    0.120612330206134402E+04    0.861704372660826489E-03    0.722350435917576448E+02   -0.867292656122028006E+03   -0.601646350544151520E+01    1
    0.942681008021073146E-06    0.121848913708713576E+04    0.898678743276907122E-03    0.740846114882939446E+02   -0.867292656122028006E+03   -0.601896350544151559E+01    1
    0.209308542225832364E-05    0.122337552601731113E+04    0.841401312585517668E-03    0.714435528498075598E+02   -0.867292656122028006E+03   -0.602146350544152753E+01    1
