    0.212449317511146383E-02    0.122039685512716142E+04    0.958338966175345769E-03    0.747398855837388112E+02   -0.427170097777346047E+01
    0.919838939226948031E-03    0.120032900390320242E+04    0.902726548568767414E-03    0.748876786712740454E+02   -0.422885132529060304E+01
    0.158776512282309489E-02    0.120887018160739558E+04    0.765286615817511030E-03    0.738193520567643446E+02   -0.397774176333586782E+01
    0.873034600083338885E-03    0.121534306448846587E+04    0.759830415868122892E-03    0.745789728560435918E+02   -0.396885203772666451E+01
    0.164876809582321644E-02    0.120567505525477759E+04    0.876358115260914786E-03    0.756610238656424769E+02   -0.339185329998462182E+01
    0.817199933074300340E-03    0.119913896694158825E+04    0.846994890808133749E-03    0.778463637384073905E+02   -0.335715195188669124E+01
    0.190015894616616071E-02    0.120928067935287777E+04    0.960159141363383598E-03    0.746059897775858616E+02   -0.334450901648713206E+01
    0.873899849168545840E-03    0.119494522793617443E+04    0.822538546006936107E-03    0.731364013608533838E+02   -0.333785092021777530E+01
    0.161553819844234016E-02    0.122014653717632495E+04    0.791263425143436572E-03    0.761580625720220610E+02   -0.331425952855017014E+01
    0.185023655393590333E-02    0.119835248538546307E+04    0.101853836528353393E-02    0.747212700213412404E+02   -0.319326395678022612E+01
    0.195209849622162215E-02    0.121279770140357732E+04    0.969292767181860861E-03    0.745177590712423950E+02   -0.315911788343808064E+01
    0.144611429741221516E-02    0.120375486307437109E+04    0.790153376139713813E-03    0.752318270354902552E+02   -0.286319631660511442E+01
    0.184127331536171270E-02    0.120274565445466055E+04    0.105567755223704438E-02    0.767813679517720686E+02   -0.285536915874267416E+01
    0.133090405944420167E-02    0.120543121454788343E+04    0.712277109386097061E-03    0.748131586267035118E+02   -0.282442352307958711E+01
    0.159279080790885241E-02    0.120876801825709663E+04    0.806916606597932770E-03    0.735940685454289820E+02   -0.280708187612870752E+01
    0.145678533402481339E-02    0.122002288736409992E+04    0.729456781654122034E-03    0.759400255337533423E+02   -0.276674005855189575E+01
    0.858923809988953557E-03    0.119162472510475504E+04    0.836887461951674530E-03    0.744227812867743808E+02   -0.275292927312061497E+01
    0.112415472970298276E-02    0.121572896788678599E+04    0.930601641720087852E-03    0.745574482938544918E+02   -0.274414390684246401E+01
    0.817869563151722126E-03    0.120144106936825892E+04    0.748322638161320712E-03    0.747740572944830575E+02   -0.266050771344002834E+01
    0.234041293128910751E-02    0.124097546032434093E+04    0.986782336016656624E-03    0.744624236615171498E+02   -0.263724656740897823E+01
    0.171288969239097115E-02    0.119085233470862499E+04    0.105313881510631243E-02    0.758152901922122595E+02   -0.261474286067545503E+01
    0.123462884681548057E-02    0.120746581783697866E+04    0.109354358594330840E-02    0.752225091779756809E+02   -0.259283979449366253E+01
    0.109616661834979604E-02    0.119356491475646453E+04    0.101888648867147795E-02    0.734993153706462152E+02   -0.255477029231830954E+01
    0.163567863551300138E-02    0.122738774367669680E+04    0.790131936855578698E-03    0.759629868257591170E+02   -0.252046124168877750E+01
    0.100308102686934709E-02    0.121502721995143702E+04    0.812695968865136445E-03    0.740462944069212483E+02   -0.245760850164360534E+01
    0.120790088176610136E-02    0.118913481906070001E+04    0.724636977484539456E-03    0.741095557597216867E+02   -0.244829425845709991E+01
    0.186554264787365618E-02    0.121811939127320557E+04    0.907162848746518040E-03    0.737013140518714209E+02   -0.243151999092585980E+01
    0.104794435466635995E-02    0.120196554706639517E+04    0.964893327074336669E-03    0.755575243891560859E+02   -0.241390929633121365E+01
    0.126869692545859987E-02    0.120433629534582906E+04    0.109729883354954105E-02    0.738933865971968089E+02   -0.237730547933963576E+01
    0.168531329010211000E-02    0.121511886404211305E+04    0.889855724043742981E-03    0.758972859314013846E+02   -0.237135066972660313E+01
    0.108486715625155032E-02    0.122149984511850175E+04    0.871658781007403805E-03    0.755508002593202121E+02   -0.235202263848322257E+01
    0.206601193006978549E-02    0.122019507294262030E+04    0.998392843997696674E-03    0.737413929853608039E+02   -0.230983180603228000E+01
    0.176414723454403478E-02    0.120478970538787667E+04    0.971914824605156122E-03    0.747059656431191428E+02   -0.230770655830665739E+01
    0.757177480546283258E-03    0.118239126314173768E+04    0.774297139236944420E-03    0.745349983678430590E+02   -0.230701162127776271E+01
    0.160640872459321543E-02    0.120919227468565873E+04    0.815922188125094345E-03    0.728022326161993192E+02   -0.229758164096536088E+01
    0.125192290542497473E-02    0.121424338922579295E+04    0.101625187259233273E-02    0.741981688299873667E+02   -0.229388606728389899E+01
    0.182872537312801613E-02    0.121026657278170956E+04    0.100199006911965284E-02    0.758622477621088791E+02   -0.228309611287688030E+01
    0.183032423295490443E-02    0.120808822387025521E+04    0.992660151861474160E-03    0.748258485823795922E+02   -0.224076563428983722E+01
    0.824426782816043823E-03    0.118209009333933159E+04    0.857651663552577758E-03    0.752167795866673430E+02   -0.223890071112431599E+01
    0.984818378718106940E-03    0.119835807607632842E+04    0.922901376063061936E-03    0.756060763673576304E+02   -0.222777365683331530E+01
    0.992117650668015820E-03    0.121914645872302231E+04    0.781034807991772017E-03    0.744262846640644540E+02   -0.221785503009234297E+01
    0.910522867233301211E-03    0.120082346310689036E+04    0.820621886300143197E-03    0.748251329708366768E+02   -0.220333695704466948E+01
    0.127347936686548731E-02    0.116984759123073309E+04    0.913037508316481253E-03    0.750751587662274602E+02   -0.218020080058501797E+01
    0.191410785683582968E-02    0.121060701692216276E+04    0.989731854727602485E-03    0.735120163266693396E+02   -0.215364047162077332E+01
    0.103727931266890173E-02    0.120277503463603625E+04    0.926855786995563094E-03    0.751014976632666134E+02   -0.215159867317799192E+01
