Nested Sampling Global Log-Evidence           :   -0.409085183841701561E+01  +/-    0.954002695058460970E-01

Dim No.       Mean        Sigma
   1    0.133734305829742934E-02    0.228750322483675618E-03
   2    0.120812236659292967E+04    0.117269413395037283E+02
   3    0.909783642681205834E-03    0.973836774997098429E-04
   4    0.748420134603580607E+02    0.934429839338410950E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.958933312636459285E-03
   2    0.120203952906817995E+04
   3    0.672404357974272331E-03
   4    0.739169274632387356E+02

MAP Parameters
Dim No.        Parameter
   1    0.155891875885299982E-02
   2    0.120963343967556489E+04
   3    0.952491354365239814E-03
   4    0.748741021948728758E+02
