,P_MPa,H2O_liq,H2O_MI
0,74.0,0.593163953371439,0.593163953371439
1,73.0,0.593035042645905,0.593205742833501
2,72.0,0.592902498136841,0.5932309550399198
3,71.0,0.592766160754304,0.5932408239549948
4,70.0,0.592625861825235,0.5932364493442768
5,69.0,0.592481422354618,0.5932188086968507
6,68.0,0.592332652223297,0.5931887679291751
7,67.0,0.592179349310719,0.5931470909807458
8,66.0,0.592021298532402,0.5930944484002181
9,65.0,0.591858270785229,0.5930314250103403
10,64.0,0.591690021786464,0.5929585267305493
11,63.0,0.591516290797412,0.5928761866274024
12,62.0,0.591336799214758,0.5927847702550254
13,61.0,0.591151249021699,0.5926845803406046
14,60.0,0.590959321052026,0.5925758608619571
15,59.0,0.590760673116652,0.5924588005600537
16,58.0,0.590554937862653,0.5923335359209589
17,57.0,0.590341720437066,0.5922001536560598
18,56.0,0.590120595876284,0.5920586927059933
19,55.0,0.589891106172526,0.5919091457851734
20,54.0,0.589652757026663,0.5917514604804638
21,53.0,0.589405014183385,0.5915855399114088
22,52.0,0.589147299329715,0.5914112429530276
23,51.0,0.588878985470063,0.5912283840168288
24,50.0,0.588599391738157,0.5910367323801653
25,49.0,0.588307777487073,0.5908360110451732
26,48.0,0.588003335601174,0.5906258951002654
27,47.0,0.587685184941041,0.5904060095526937
28,46.0,0.587352361723336,0.5901759265896696
29,45.0,0.587003809586614,0.5899351622080166
30,44.0,0.586638368322538,0.5896831721457026
31,43.0,0.586254760875398,0.589419347034016
32,42.0,0.585851578345614,0.5891430066655077
33,41.0,0.58542726264755,0.5888533932531939
34,40.0,0.584980086404139,0.5885496635314398
35,39.0,0.584508129491806,0.5882308795146836
36,38.0,0.58400925165205,0.5878959976915998
37,37.0,0.583481060263677,0.587543856381326
38,36.0,0.582920872463802,0.5871731609223265
39,35.0,0.582325670208232,0.5867824662879556
40,34.0,0.581692046862383,0.5863701566263864
41,33.0,0.581016143366542,0.5859344211078332
42,32.0,0.580293571580121,0.5854732253111627
43,31.0,0.579519321650104,0.5849842771872683
44,30.0,0.578687649717311,0.5844649863991214
45,29.0,0.577791940538132,0.5839124155118912
46,28.0,0.576824538846349,0.5833232210941948
47,27.0,0.575776540704581,0.5826935822545132
48,26.0,0.574637533689649,0.5820191134125406
49,25.0,0.573395271014964,0.5812947571520288
50,24.0,0.572035259766339,0.5805146517207896
51,23.0,0.570540236307786,0.5796719660016479
52,22.0,0.568889492770209,0.5787586924174306
53,21.0,0.567058004556777,0.57776538497665
54,20.0,0.565015290325017,0.5766808251530839
55,19.0,0.56272390889099,0.5754915920067163
56,18.0,0.560137459496676,0.5741815041216107
57,17.0,0.557197897856409,0.5727308884931538
58,16.0,0.553831903990342,0.5711156139293512
59,15.0,0.549945932009064,0.5693058018245152
60,14.0,0.545419428873607,0.5672640927796762
61,13.0,0.540095528674607,0.5649433008263964
62,12.0,0.533768329642614,0.5622832264889772
63,11.0,0.526165713633309,0.5592063286760178
64,10.0,0.516926749622516,0.5556118883866684
65,9.0,0.505573381465092,0.5513682736056192
66,8.0,0.491477793448197,0.5463030088858946
67,7.0,0.473829508191565,0.5401906496879455
68,6.0,0.45160719692216,0.53273889770507
69,5.0,0.423549963643061,0.5235733143836255
70,4.0,0.388081487712497,0.5122183648592903
71,3.0,0.34302946600417,0.4980626671699279
72,2.0,0.284644927784052,0.4802653046903515
73,1.0,0.203535750507325,0.45742124591144057
74,0.5,0.144367902132183,0.44343987833287973
75,0.1,0.064554640660714,0.4299996340752716
