,Profile,t1 Median (days),t1 Mean (days),t1 1sigma err low (days),t1 1sigma err high (days),t2 Median (days),t2 Mean (days),t2 1sigma err low (days),t2 1sigma err high (days)
0,Ol4A,4.202716472535683,4.383835754554024,1.0758185736513601,1.4468213409901658,3.8792728170319677,4.044776836227351,1.037005897884284,1.4190828333993597
