,t1,t2,T1,T2,lnfO2,P,C0,C1,C2,b1,b2,lnD0_Fo,clnfO2_Fo,cXFo_Fo,cT_i_Fo,cP_Fo,cT_iP_Fo,t1c,t2c,Profile
0,0.7848983463613621,7.705480144877031,1184.0459389782948,1221.2870656090643,-18.602884925363732,0.5304350868069164,0.8490961128626077,0.8356251390066767,0.8513811749402637,117.594744099062,31.272283262251,-7.539760215824592,0.1651604873697393,-7.166256987896472,-27784.428611343516,-8.977229456835648e-10,6.956945527401573e-07,8.490378491238394,7.705480144877031,Ol4A
1,0.9266339982744708,3.246151883321231,1184.138277230689,1206.7744009143134,-18.515845302868904,0.2747549072380657,0.8496153833444009,0.8365217806560165,0.8514426817756143,121.9144726685597,31.443194170326947,-6.814572213404816,0.24280665227296527,-6.612033845642069,-26599.887694543027,-1.067531862420376e-09,7.694105310689062e-07,4.1727858815957015,3.246151883321231,Ol4A
2,1.0956211589503655,8.30469186131976,1159.0427011399875,1190.5528906218365,-18.416078496430575,0.3689600107803893,0.8487754771927577,0.8358839069813624,0.8508754690280055,117.29813208430488,31.569142415920748,-7.656325117871985,0.1764198740435097,-6.639993573298366,-27943.9255040905,-6.462461219143609e-10,2.090830354494133e-07,9.400313020270126,8.30469186131976,Ol4A
3,0.11150459139957432,7.763838876778907,1177.8291629249652,1198.621667175208,-19.222485998237644,0.6075559439748166,0.8493719773470916,0.836201001783032,0.850857363811544,119.03415236573781,31.668647060000634,-7.941543164639224,0.21530988053035222,-7.389356714977731,-25131.67928032224,3.116343579631927e-10,-1.444518589474625e-06,7.875343468178482,7.763838876778907,Ol4A
4,0.9455578368777247,5.0347216122179885,1174.747128077981,1200.5361912800952,-18.245168803772916,0.502522113184227,0.8494017949515179,0.8359266767987527,0.8515263173679615,118.20516744582854,31.63917785825429,-7.777202538347604,0.21572268184570464,-6.511329969437439,-26485.526074851576,1.5465241296550894e-10,-1.1950287967270866e-06,5.980279449095713,5.0347216122179885,Ol4A
5,0.5192845234860841,4.261543073514153,1167.0174282480978,1202.624140690746,-17.609682445550277,0.4840926821159995,0.8494024498624061,0.8355260305373374,0.8503985816224943,118.70917697008724,35.27154370476205,-6.377510803726289,0.22505449885295728,-7.344934359495305,-27076.187284064512,-9.898753111540766e-11,-8.475722509603714e-07,4.780827597000236,4.261543073514153,Ol4A
6,0.16064030372664453,3.1810863905966213,1199.0936470070505,1203.5513503701006,-18.857604560247506,0.4441729291032538,0.8488913740153756,0.8366915922140581,0.8512220970915898,121.63816189039338,30.931021786685484,-6.649618685143126,0.2016838767623381,-6.873709200993869,-27958.844538107005,-5.172313703794066e-10,-7.610409628310517e-08,3.341726694323266,3.1810863905966213,Ol4A
7,0.2182153162998394,8.810227938966346,1178.0795078631093,1187.5977586721945,-18.340573633827653,0.34690256178263484,0.8495063991453231,0.8357001528479543,0.8508195216077687,119.06050999303218,31.792814292738267,-7.98809443330348,0.1908948161216931,-6.9450116249628175,-26546.002871817862,-5.406663818144614e-11,-7.645583102164253e-07,9.028443255266184,8.810227938966346,Ol4A
8,0.4755897646264234,6.63255499642392,1199.9587835425552,1201.0223812555287,-18.15960362268044,0.49643003988595336,0.8492967284342402,0.8358610189594864,0.8514946232481124,118.56633366772272,32.853317871032026,-6.756739480583062,0.19308130864423914,-7.881095134661676,-27046.274596510797,-3.088764092071513e-10,-3.3934368853113106e-07,7.108144761050344,6.63255499642392,Ol4A
9,1.4370923161307108,3.3371236288098647,1192.546311463341,1201.9421414387766,-18.826697401495643,0.23817942175390586,0.8489176711895128,0.8363558343289755,0.8515164102716369,119.17659441466196,30.66842200427169,-6.031582421087325,0.22306820901656177,-7.172335938047534,-27768.97380522532,-8.384077327215403e-10,4.0939282708933887e-07,4.774215944940575,3.3371236288098647,Ol4A
