,t1,t2,T1,T2,lnfO2,P,C0,C1,C2,b1,b2,lnD0_Fo,clnfO2_Fo,cXFo_Fo,cT_i_Fo,cP_Fo,cT_iP_Fo,Profile
0,0.24723067322362374,3.8646042211586495,1184.5453329273867,1204.7326564865102,-18.67872781120143,0.4029754905618549,0.8488539111640114,0.8366713931380956,0.8509626878129912,119.8322355893998,31.689957035570153,-6.8588811082353995,0.21994252559971939,-7.172126494527597,-26763.697358829417,-5.146706064080845e-10,-9.813277925846655e-08,Ol4A
