,0,t_1 Median (days),t_1 1sigma error low (days),t_1 1sigma error high (days),t_1 1 sigma low (days),t_1 1 sigma high (days),t_1 2 sigma low (days),t_1 2 sigma high (days),t_2 Median (days),t_2 1sigma error low (days),t_2 1sigma error high (days),t_2 1 sigma low (days),t_2 1 sigma high (days),t_2 2 sigma low (days),t_2 2 sigma high (days),t_1c (days),t_2c (days),Profile
0,0,0.24723067322362374,0.11328092521552163,0.2949415368392055,0.1339497480081021,0.5421722100628292,0.10509077681491319,1.1099596689578974,3.8646042211586495,1.065790389633349,1.4160664142913362,2.7988138315253006,5.280670635449986,2.0881641507812074,7.1099096980171534,4.111834894382273,3.8646042211586495,Ol4A
