,Index,Model step,Time (s),Pressure (MPa),H2O_ol boundary (ppm),H2O_melt (wt%)
0,0.0,0.0,0.0,74.0,5.338475580342951,0.593163953371439
1,1.0,100.0,10.557142857142846,73.26092609260927,5.337618109360326,0.593068678817814
2,2.0,200.0,21.114285714285774,72.52185218521852,5.336745001006813,0.5929716667785347
3,3.0,300.0,31.671428571428795,71.78277827782779,5.335855944262288,0.5928728826958098
4,4.0,400.0,42.22857142857181,71.04370437043704,5.3349490736439735,0.5927721192937748
5,5.0,500.0,52.78571428571483,70.30463046304631,5.334017410376659,0.5926686011529622
6,6.0,600.0,63.34285714285785,69.56555655565556,5.3330679993970875,0.5925631110441208
7,7.0,700.0,73.9000000000002,68.82648264826483,5.332100473398724,0.5924556081554139
8,8.0,800.0,84.45714285714251,68.08740874087408,5.3311109042983995,0.5923456560331555
9,9.0,900.0,95.01428571428482,67.34833483348335,5.330094750497199,0.5922327500552443
10,10.0,1000.0,105.57142857142713,66.6092609260926,5.329058334263721,0.5921175926959691
11,11.0,1100.0,116.12857142856944,65.87018701870187,5.328001218730565,0.5920001354145072
12,12.0,1200.0,126.68571428571175,65.13111311131112,5.326916812743518,0.5918796458603909
13,13.0,1300.0,137.2428571428553,64.39203920392039,5.325803837910002,0.5917559819900002
14,14.0,1400.0,147.79999999999905,63.65296529652965,5.324667579937752,0.5916297311041947
15,15.0,1500.0,158.35714285714278,62.91389138913891,5.323507515239115,0.5915008350265684
16,16.0,1600.0,168.9142857142865,62.17481748174818,5.322313597331093,0.5913681774812326
17,17.0,1700.0,179.47142857143024,61.43574357435743,5.321088911934408,0.5912321013260453
18,18.0,1800.0,190.02857142857397,60.6966696669667,5.319837283020657,0.5910930314467396
19,19.0,1900.0,200.5857142857177,59.95759575957596,5.318558077834932,0.5909508975372146
20,20.0,2000.0,211.14285714286143,59.21852185218522,5.317236738282805,0.5908040820314228
21,21.0,2100.0,221.70000000000516,58.47944794479448,5.315882194866191,0.5906535772073546
22,22.0,2200.0,232.2571428571489,57.74037403740374,5.3144962297496345,0.5904995810832927
23,23.0,2300.0,242.81428571429262,57.001300130013,5.313077978826963,0.5903419976474403
24,24.0,2400.0,253.37142857143635,56.26222622262226,5.311607224811281,0.5901785805345868
25,25.0,2500.0,263.9285714285779,55.52315231523153,5.310100478181319,0.5900111642423688
26,26.0,2600.0,274.4857142857188,54.78407840784078,5.308556773009154,0.5898396414454615
27,27.0,2700.0,285.0428571428597,54.04500450045005,5.306971354298147,0.5896634838109053
28,28.0,2800.0,295.6000000000006,53.3059305930593,5.305327256685197,0.5894808062983552
29,29.0,2900.0,306.1571428571415,52.56685668566857,5.303640480457625,0.589293386717514
30,30.0,3000.0,316.71428571428237,51.82778277827783,5.301909819560305,0.5891010910622562
31,31.0,3100.0,327.27142857142326,51.08870887088709,5.300125085606365,0.5889027872895961
32,32.0,3200.0,337.82857142856415,50.34963496349635,5.298274327341652,0.5886971474824058
33,33.0,3300.0,348.38571428570503,49.61056105610561,5.296372432129713,0.5884858257921903
34,34.0,3400.0,358.9428571428459,48.87148714871487,5.29441787513039,0.5882686527922655
35,35.0,3500.0,369.4999999999868,48.13241324132413,5.2923928296427265,0.5880436477380807
36,36.0,3600.0,380.0571428571277,47.3933393339334,5.290292934988093,0.5878103261097882
37,37.0,3700.0,390.6142857142686,46.65426542654265,5.288131048030479,0.5875701164478311
38,38.0,3800.0,401.1714285714095,45.91519151915192,5.285905213915118,0.5873228015461243
39,39.0,3900.0,411.72857142855037,45.17611761176117,5.28358676180857,0.5870651957565077
40,40.0,4000.0,422.28571428569126,44.43704370437044,5.281182739136876,0.5867980821263196
41,41.0,4100.0,432.84285714283214,43.6979697969797,5.278702565586584,0.5865225072873982
42,42.0,4200.0,443.39999999997303,42.95889588958896,5.276143695745601,0.5862381884161779
43,43.0,4300.0,453.9571428571139,42.21982198219822,5.2734618605564885,0.5859402067284988
