    0.454026179032334642E+01    0.100374190304166810E+01    0.124971260809220507E+04    0.120624019147481022E+04   -0.181985104224256204E+02    0.770332763088794836E+00    0.229842299693255976E+06    0.894987562143802706E+00    0.865772949159145377E+00    0.857824582219123832E+00    0.342476898431777954E+02    0.273715962529182448E+02   -0.122420986745310438E+06   -0.599146350544150419E+01    1
    0.112374884206520004E+00    0.170348674210151829E+01    0.122709708186472358E+04    0.118582631050993382E+04   -0.183292568707265993E+02    0.697521504649856183E+00    0.201135781841021177E+06    0.894959709560871119E+00    0.865012470126152011E+00    0.857307738780975326E+00    0.337671214342117310E+02    0.190453385114669800E+02   -0.121145249992520898E+06   -0.599396350544151169E+01    1
    0.722466004702093545E+00    0.144763766095833302E+00    0.121021945288758457E+04    0.121284334019487733E+04   -0.180338427067916953E+02    0.733407139141905917E+00    0.217565023014371924E+06    0.895027264630794517E+00    0.865814896941184964E+00    0.858490554451942445E+00    0.380211782455444336E+02    0.105591997206211090E+02   -0.121114226923710929E+06   -0.599646350544151474E+01    1
    0.149569033514113547E+00    0.366710643504110720E+02    0.123659584684133597E+04    0.122191200280190560E+04   -0.187600735285807829E+02    0.641676111025406670E+00    0.254582539942945587E+06    0.895010194182395913E+00    0.866049590587615992E+00    0.858942765474319470E+00    0.373257517814636230E+02    0.306207753419876072E+01   -0.121112131236902089E+06   -0.599896350544151957E+01    1
    0.836139756269363099E+00    0.247108472127787249E+00    0.123385120648676934E+04    0.119906687290128298E+04   -0.188725949630773009E+02    0.598351154711233235E+00    0.196666264827084233E+06    0.895055249130725872E+00    0.865525721549987748E+00    0.858856049895286522E+00    0.359490513801574707E+02    0.236923610270023346E+02   -0.120712045381272517E+06   -0.600146350544151552E+01    1
    0.338030131244199206E+01    0.415526467622729712E+00    0.122058714425789799E+04    0.120129007986109036E+04   -0.184211060679921879E+02    0.988501513431432111E+00    0.191961965157548286E+06    0.895007334077358219E+00    0.866133383333683060E+00    0.857281300306320215E+00    0.330615603923797607E+02    0.127764334142208096E+02   -0.118555263556759237E+06   -0.600396350544151858E+01    1
    0.205558091953472371E+03    0.461176089203837947E+01    0.125842462728994815E+04    0.121921126645284266E+04   -0.178269151348649935E+02    0.720430009214107048E+00    0.234267747600883653E+06    0.894957857167720805E+00    0.866410461783409080E+00    0.858560654759407016E+00    0.316706615686416626E+02    0.341150578260421744E+01   -0.117665262655822036E+06   -0.600646350544151630E+01    1
    0.231475767521119913E+01    0.200620902236043008E+00    0.124356179059034616E+04    0.120970868795160663E+04   -0.177116349997350540E+02    0.746057916204737159E+00    0.220638895634718880E+06    0.894935667598247608E+00    0.865742218554019893E+00    0.858040609478950445E+00    0.409105551242828369E+02    0.312209240794181797E+01   -0.117512633802904747E+06   -0.600896350544152469E+01    1
    0.237018956936715902E+00    0.265337935613762056E+03    0.120292140375693657E+04    0.117975853218395719E+04   -0.178208022118003200E+02    0.719608392091246718E+00    0.234311196860144497E+06    0.895027746200561580E+00    0.866977821946144145E+00    0.857436641097068741E+00    0.303366065025329590E+02    0.178195804953575143E+01   -0.117461963217609649E+06   -0.601146350544151886E+01    1
    0.553209564382042895E+01    0.724930807790857727E+02    0.122532045651635258E+04    0.118990697447530670E+04   -0.192398445353349814E+02    0.714911174604371258E+00    0.234071052915550245E+06    0.895008796513080629E+00    0.866859850347042049E+00    0.857018915414810123E+00    0.394313824176788330E+02    0.688246489167213404E+01   -0.117337527775364841E+06   -0.601396350544150859E+01    1
    0.276244403494360347E+01    0.109210783490663724E+00    0.122825473526749215E+04    0.121551404381805014E+04   -0.187280619227349625E+02    0.764994059951511929E+00    0.194366813501712284E+06    0.895077432286739305E+00    0.866938929915428202E+00    0.857661707043647747E+00    0.416600215435028076E+02    0.857980670928954936E+01   -0.116232863542541410E+06   -0.601646350544151520E+01    1
    0.543798019585319903E+01    0.440512737915191521E+00    0.124052719680673613E+04    0.120862873754010820E+04   -0.184421389118562935E+02    0.733039906706038358E+00    0.228741259629542328E+06    0.894913670206069933E+00    0.866607976436615024E+00    0.858439571619033837E+00    0.434255826473236084E+02    0.823342242240905620E+01   -0.116216401369957457E+06   -0.601896350544151559E+01    1
    0.750308204821243294E+03    0.430237358240780132E+00    0.122736536763057234E+04    0.122084088037724223E+04   -0.182830839531089673E+02    0.754183239442850595E+00    0.204885525942781416E+06    0.895003285205364207E+00    0.867109119832515707E+00    0.858697620987892152E+00    0.309463793039321899E+02    0.538454176187515188E+01   -0.115967949702737416E+06   -0.602146350544152753E+01    1
    0.232390404529634248E+00    0.209718957689600627E+01    0.123402713084397510E+04    0.119178896248253250E+04   -0.177629669167799520E+02    0.641554176292223111E+00    0.231135228579921240E+06    0.894996002960205095E+00    0.865610411047935457E+00    0.857901934623718221E+00    0.471712374687194824E+02    0.248793812692165375E+02   -0.115610759809853640E+06   -0.602396350544153325E+01    1
    0.433708036763554983E+01    0.750928613907276943E+00    0.124731798627236071E+04    0.120917241036739756E+04   -0.180739931311079971E+02    0.751498270701583815E+00    0.200860264764230349E+06    0.894930232393741587E+00    0.866109048366546674E+00    0.857908575296401965E+00    0.383796644210815430E+02    0.213501303195953351E+01   -0.115532964515831598E+06   -0.602646350544152298E+01    1
    0.270033582425528051E+00    0.414130216652408512E+00    0.124140503047536208E+04    0.122219227165631037E+04   -0.186232949884995200E+02    0.681185236317752629E+00    0.198819291450892080E+06    0.894947784471511909E+00    0.865515073180198713E+00    0.857352532267570466E+00    0.452580219507217407E+02    0.177201477229595206E+02   -0.114878525797551076E+06   -0.602896350544150561E+01    1
    0.171071528765298320E+01    0.101497474421317202E+01    0.125509953105118780E+04    0.120878511052024373E+04   -0.185947380259841744E+02    0.964798695738939727E+00    0.222250712386053754E+06    0.894976250135898654E+00    0.867600890874862696E+00    0.857366862058639545E+00    0.477104395627975464E+02    0.228514791309833534E+02   -0.114180506522267809E+06   -0.603146350544150955E+01    1
    0.519493633049672887E+00    0.487454327737862625E+00    0.122202232029530205E+04    0.123146003680402805E+04   -0.184187189467012438E+02    0.667277242003660787E+00    0.185055861929186212E+06    0.894902727437019374E+00    0.867871255397796637E+00    0.857217005491256678E+00    0.431272113323211670E+02    0.679136848449707009E+00   -0.114027405225311086E+06   -0.603396350544152682E+01    1
    0.551391086417256204E+00    0.670082297237667746E+01    0.122705961254765361E+04    0.121403933669170351E+04   -0.191249065064445496E+02    0.755672107381790803E+00    0.191033507601381891E+06    0.895007801067829178E+00    0.865779235899448385E+00    0.858004032969474806E+00    0.354144054651260376E+02    0.160626729130744939E+01   -0.113790397795893601E+06   -0.603646350544153165E+01    1
    0.115278292237237601E+01    0.266618871026777304E+01    0.123172942181504368E+04    0.121823254609417768E+04   -0.182460002564546144E+02    0.770572720871997130E+00    0.233497291071435058E+06    0.894923978590965286E+00    0.866497648954391519E+00    0.857600489616394013E+00    0.505924481153488159E+02    0.114315103411674492E+02   -0.112795119062159647E+06   -0.603896350544152227E+01    1
    0.103607052117862208E+01    0.166769243229888637E+02    0.121732586223155590E+04    0.121607021075150192E+04   -0.182216139103361598E+02    0.707040280818438727E+00    0.197173917869792262E+06    0.895099383199214893E+00    0.865472699820995284E+00    0.858403742432594319E+00    0.306834310293197632E+02    0.425769144296646029E+01   -0.112351536928341389E+06   -0.604146350544151556E+01    1
    0.234739500049231182E+02    0.893796487019845287E+01    0.122103896615641406E+04    0.120917560429193054E+04   -0.188810808044232132E+02    0.641780257881988447E+00    0.215079620283291908E+06    0.895079105544090314E+00    0.865916879355907443E+00    0.858651236772537185E+00    0.422114527225494385E+02    0.227062529385089888E+02   -0.112309767272161596E+06   -0.604396350544152039E+01    1
