Nested Sampling Global Log-Evidence           :   -0.962017862799685042E+00  +/-    0.453397090352216370E-01

Dim No.       Mean        Sigma
   1    0.124114246561746677E+01    0.209521748575567512E+01
   2    0.120910780605747914E+04    0.128830187657794291E+02
   3    0.899881203777922324E-03    0.969600467360391856E-04
   4    0.101522376127966524E+03    0.973840681882927273E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.233379900237737983E-01
   2    0.120423362252270636E+04
   3    0.104169710258567548E-02
   4    0.101912452790040959E+03

MAP Parameters
Dim No.        Parameter
   1    0.855130871004241477E+01
   2    0.118382524746738636E+04
   3    0.850459175444300279E-03
   4    0.101384019046565427E+03
