,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0005877305033132731,0.000484533059776611,0.0007273059129415468,0.00041901983841735564,0.0008629969079568009,0.00010319744353666206,0.00013957540962827376,K97_23_16_1
