Nested Sampling Global Log-Evidence           :   -0.395712676140722897E+01  +/-    0.933219648934169171E-01

Dim No.       Mean        Sigma
   1    0.603951015930239581E-03    0.119598709002930831E-03
   2    0.120899569532518603E+04    0.126791519808413540E+02
   3    0.913065417669262796E-03    0.924211548743505149E-04
   4    0.142531376956936043E+03    0.941077610791133057E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.636543440483928352E-03
   2    0.122380906821962435E+04
   3    0.884664489446253233E-03
   4    0.142250931380994331E+03

MAP Parameters
Dim No.        Parameter
   1    0.715846935882083870E-03
   2    0.122219359873952135E+04
   3    0.112826664362336744E-02
   4    0.142461489936984918E+03
