    0.378120479896715972E-03    0.119674619111088759E+04    0.100307762975908039E-02    0.143660660809448473E+03   -0.675538823434572411E+01
    0.470491337660821414E-03    0.123303439435836003E+04    0.940206296642930560E-03    0.143304008470348208E+03   -0.573484207736236939E+01
    0.111393453822653562E-02    0.123708643308132650E+04    0.866688969435829579E-03    0.144150910827695753E+03   -0.570363046980461341E+01
    0.369953224478053672E-03    0.122488550367226799E+04    0.759234920080578365E-03    0.144603360943388594E+03   -0.443356236231941381E+01
    0.359961270492776457E-03    0.119479070333504137E+04    0.857094908142830877E-03    0.141706284014028483E+03   -0.400537194169096722E+01
    0.483956521917352936E-03    0.121501771406377634E+04    0.102123993253212743E-02    0.143176634451731445E+03   -0.395128969725795587E+01
    0.472574109058528015E-03    0.120949613291435389E+04    0.102920791539721211E-02    0.142939599975394827E+03   -0.388379024255650851E+01
    0.410661027500125865E-03    0.121975229448590517E+04    0.823415321782901190E-03    0.143040319542229156E+03   -0.354085693173808203E+01
    0.726731064832323637E-03    0.119649259929444383E+04    0.824045586506387323E-03    0.141703855634280387E+03   -0.334970587448886103E+01
    0.913136126984452623E-03    0.120792443338845123E+04    0.980587328286633983E-03    0.142664201139659752E+03   -0.317794477118165286E+01
    0.104167499759822649E-02    0.122050669593350199E+04    0.102032339796248768E-02    0.142108493991735770E+03   -0.315709650931952801E+01
    0.848968477367249971E-03    0.119734313690540648E+04    0.961556686173163882E-03    0.141113229739596619E+03   -0.314626928074432488E+01
    0.882236619719844453E-03    0.120395216938677709E+04    0.971342061225481212E-03    0.141790113843278760E+03   -0.302663552211133435E+01
    0.629258204774966025E-03    0.119388273900859645E+04    0.774659505702586276E-03    0.143259956824418737E+03   -0.271397437353156468E+01
    0.500122836913920632E-03    0.122530886145993031E+04    0.922062128040608033E-03    0.142518410467436269E+03   -0.269444695149724067E+01
    0.906248800724237472E-03    0.122171378252209752E+04    0.895278960443918193E-03    0.140921954577294997E+03   -0.266078015955000158E+01
    0.588113350651820973E-03    0.121710243339845329E+04    0.113176748714982167E-02    0.142218801696659597E+03   -0.253395256890863063E+01
    0.860871603488999257E-03    0.122307471120358309E+04    0.869820419086887362E-03    0.142462729859774043E+03   -0.251987113522683792E+01
    0.389894527560172906E-03    0.117849248699189889E+04    0.978129175692318874E-03    0.142094485250621375E+03   -0.250531392821023235E+01
    0.432500138380060174E-03    0.120726108347688478E+04    0.864473701780515361E-03    0.140275069463606059E+03   -0.250257532717283615E+01
    0.858931664784436111E-03    0.121943074811259953E+04    0.897866249381605195E-03    0.142613475722775746E+03   -0.241760929144213010E+01
    0.744526620145423532E-03    0.119866611869716553E+04    0.896407602990758018E-03    0.142468414387236777E+03   -0.240092477764860623E+01
    0.689618891076765675E-03    0.121262263994061368E+04    0.766459585497247407E-03    0.143462452152080004E+03   -0.237252240018723093E+01
    0.814132480630021748E-03    0.121985292554384523E+04    0.857406102535937758E-03    0.143015340801773505E+03   -0.235329714745940866E+01
    0.854032076008668772E-03    0.120691518303924545E+04    0.965293845133368767E-03    0.141722674838024659E+03   -0.234250806884996043E+01
    0.431637137299180340E-03    0.120820846141785273E+04    0.857276683558748039E-03    0.141543917956356154E+03   -0.217383463710353197E+01
    0.654776782194037006E-03    0.120760949110402794E+04    0.760639131058149704E-03    0.143070838433390151E+03   -0.216474718888052475E+01
    0.503615178708889167E-03    0.121567930546531011E+04    0.953371518024446639E-03    0.141852437619826873E+03   -0.214919425167411449E+01
