,XFo
0,0.8507967787180473
1,0.8502348582770087
2,0.8496608577732836
3,0.8491086504258225
4,0.848549257027156
5,0.8480079018159502
6,0.8474877803845063
7,0.8469883830720456
8,0.8465194399362612
9,0.8460826148639763
10,0.8456877739861346
11,0.845329574602972
12,0.8450244933309695
13,0.8447558022674072
14,0.8445333802782703
15,0.8443520655755047
16,0.8442054665765211
17,0.8440915980130163
18,0.844004402318237
19,0.8439394075292544
20,0.843864260075616
21,0.843847376016697
22,0.8438418929176831
