    0.792004762913199215E+03    0.119301008665968106E+04   -0.188607305254631932E+02    0.437862901132749172E+00    0.234393708822113811E+06    0.850946478118859151E+00    0.843470301487621144E+00    0.398659864341981276E+02   -0.170331505254716191E+02
    0.116009800058601996E+03    0.120991876309854570E+04   -0.183816999505567011E+02    0.453603716569690452E+00    0.205482702665613353E+06    0.850828926217296222E+00    0.842135987815723519E+00    0.212372090071265696E+02   -0.148333512615612619E+02
    0.126942198304470793E+03    0.121478248193842001E+04   -0.182704669645518578E+02    0.328525828004181952E+00    0.211930304715522187E+06    0.850182639797893769E+00    0.842128047374853472E+00    0.506461148683862561E+02   -0.147248228765484743E+02
    0.816712851064967964E+02    0.120978387994201626E+04   -0.180573027772647521E+02    0.302912527187146063E+00    0.206011910433189711E+06    0.850588700040307066E+00    0.843849653151746093E+00    0.125416913405495816E+02   -0.136021955183827412E+02
    0.277677643291657944E+03    0.120084400167933541E+04   -0.184113759657006568E+02    0.483720128039682506E+00    0.227664458088755375E+06    0.850057271757712618E+00    0.843530303851377283E+00    0.397942500436945394E+02   -0.134997320857535534E+02
    0.238895366849120094E+02    0.120417692327104464E+04   -0.180422561085390392E+02    0.418074073744627628E+00    0.186823081722207309E+06    0.850665356698341535E+00    0.842409954989341569E+00    0.204968740733578514E+02   -0.133900506415808813E+02
    0.218151237638714491E+03    0.120438228024311343E+04   -0.181886230594065772E+02    0.375934591082142333E+00    0.220116127419307886E+06    0.850346880911216019E+00    0.842645695813979412E+00    0.444955603477381629E+02   -0.133591315361694765E+02
    0.799143149598646207E+01    0.121955461288814217E+04   -0.188035249794351884E+02    0.368258529744219187E+00    0.185644580859161768E+06    0.850296680594330057E+00    0.843218074106619087E+00    0.465321332017458786E+02   -0.132334860549851232E+02
    0.144540669415930285E+02    0.122282945204801285E+04   -0.188631353925172220E+02    0.449744342406848130E+00    0.185612167946164642E+06    0.850392520016600706E+00    0.842801241216250441E+00    0.344533172436985069E+02   -0.130567989738867833E+02
    0.613379236679379769E+01    0.122279527424193043E+04   -0.187930348571544314E+02    0.341063395357285415E+00    0.188991247377606080E+06    0.850715872150302421E+00    0.843470353562836617E+00    0.423904725990723108E+02   -0.129805029272297947E+02
    0.246473469455746965E+02    0.119306860262024270E+04   -0.194471841594643138E+02    0.325054682621896573E+00    0.194451376882736920E+06    0.850674387570116042E+00    0.843249694243330739E+00    0.363392764752626505E+02   -0.129226024357953477E+02
    0.325468166582872627E+02    0.119711170692074893E+04   -0.182860115798940299E+02    0.509250368311035762E+00    0.194167808408015844E+06    0.850502992541276814E+00    0.842804564104729814E+00    0.349267624467771469E+02   -0.128637474484112921E+02
    0.921126775131585518E+01    0.120178023610062905E+04   -0.191465560394853824E+02    0.394720579661458626E+00    0.188002180429034372E+06    0.849981289358844427E+00    0.843686522478403478E+00    0.425498844076058660E+02   -0.126367500315711503E+02
    0.231126641210365520E+02    0.120402000572175325E+04   -0.186524716086258344E+02    0.440071745431469263E+00    0.203384418225950765E+06    0.850907070208538174E+00    0.843554333585640581E+00    0.407141212874386653E+02   -0.126319736966744678E+02
    0.276267125755144662E+03    0.119922912038402774E+04   -0.187297941100524739E+02    0.405450052451373444E+00    0.214638499622391246E+06    0.850565406534902424E+00    0.842395401772004560E+00    0.232969104866988879E+02   -0.126258737054296191E+02
    0.184017526969998997E+02    0.120315370765956482E+04   -0.186492245404314652E+02    0.402811452386370616E+00    0.193275606785981450E+06    0.850419123696319557E+00    0.843529452359523257E+00    0.330834235820929194E+02   -0.125572707012740317E+02
    0.302361272045486999E+03    0.120786700814321807E+04   -0.185039608641422824E+02    0.379155451265532684E+00    0.229797717196717102E+06    0.850347126775337192E+00    0.843810854343175487E+00    0.319207914842854024E+02   -0.124834859431634211E+02
    0.618602683601018271E+02    0.121098557649967256E+04   -0.191476263533058102E+02    0.385218641881888424E+00    0.200874178704437101E+06    0.850241992334416441E+00    0.843568177437103550E+00    0.180506479603844774E+02   -0.123575874760449089E+02
    0.476011230822716414E+02    0.121212698046685705E+04   -0.193415797742761697E+02    0.524928351859644926E+00    0.192689613619204174E+06    0.850357237110876962E+00    0.842931616326274669E+00    0.232523503981047206E+02   -0.121964729081234413E+02
    0.796917451023719003E+01    0.122092522075910006E+04   -0.186908815682001119E+02    0.495486490817040326E+00    0.185969587047082896E+06    0.850979731645064796E+00    0.843736064265898755E+00    0.381923833833208519E+02   -0.121155137312498020E+02
    0.142535073178712803E+02    0.122653600020489216E+04   -0.175220789310504834E+02    0.451148444463060960E+00    0.194648808173188125E+06    0.850294602235604602E+00    0.843326889541543334E+00    0.381096889528390506E+02   -0.120280003351828988E+02
    0.245488588811874244E+02    0.121204638576274556E+04   -0.178651528877437400E+02    0.428297575066100222E+00    0.200883889839759038E+06    0.850666556399750529E+00    0.843761541922636304E+00    0.288419590900055134E+02   -0.119658930418881990E+02
    0.364809201432337415E+01    0.122086983987813210E+04   -0.182112435826293115E+02    0.327927155805864901E+00    0.175244627098851255E+06    0.850259585504273496E+00    0.843282515071841265E+00    0.442703604048504147E+02   -0.119632798851046189E+02
    0.337176888099278784E+02    0.120453904039898362E+04   -0.179954726142231287E+02    0.519414975688204272E+00    0.195300158301740506E+06    0.850377388879310581E+00    0.843552031189372276E+00    0.393991933122137716E+01   -0.119058419901299040E+02
    0.320449823700189654E+03    0.119525375810480568E+04   -0.181978842334229149E+02    0.327103697080827316E+00    0.219655904544216522E+06    0.850798911359148979E+00    0.842919228263268927E+00    0.159478275830448926E+02   -0.119052967522821564E+02
    0.220524192403079667E+03    0.118513047795674402E+04   -0.185983759588600144E+02    0.347344159194763358E+00    0.214857684082280233E+06    0.850714778265333815E+00    0.843317870352676469E+00    0.106674196970762445E+02   -0.118751870518221434E+02
    0.192145629259772420E+03    0.119581491089685778E+04   -0.189218308725453710E+02    0.411380379152232911E+00    0.207353497408366617E+06    0.850242094073181076E+00    0.842559398169408058E+00    0.245458748732740020E+02   -0.118600452535255272E+02
    0.219226574543115689E+02    0.119512362997599394E+04   -0.194914154076914699E+02    0.482664587582195659E+00    0.180059615119432157E+06    0.850472513143869735E+00    0.842120833964584259E+00    0.372863204684055418E+02   -0.118076369173151328E+02
    0.489041281359977589E+02    0.119516440323314487E+04   -0.184829780180177075E+02    0.404032619269740823E+00    0.201226263837225095E+06    0.850220869979732563E+00    0.843430778016002303E+00    0.349859226100344074E+02   -0.117411900666107272E+02
    0.273204744106153669E+03    0.120880761232528698E+04   -0.188794727305244301E+02    0.329618998068733626E-01    0.225460775827435311E+06    0.850868724142997856E+00    0.843277621872236538E+00    0.316997496816179236E+02   -0.117205890616072068E+02
    0.113214135279817043E+02    0.119613281407623867E+04   -0.175872003369833330E+02    0.317707441519495815E+00    0.193765439383842342E+06    0.850045722815329974E+00    0.843823779159684095E+00    0.420344380725350391E+02   -0.117130713438542404E+02
    0.701599182077751493E+02    0.119035506213150006E+04   -0.185486234052436672E+02    0.383447123982621374E+00    0.201460084811658657E+06    0.850377651983574623E+00    0.843263857875902634E+00    0.364511307697822460E+02   -0.117064114908368548E+02
    0.318929341659504004E+02    0.118610059204025856E+04   -0.180932655074580850E+02    0.494393326891236218E+00    0.199496233570652315E+06    0.850881380454853842E+00    0.843822006388670109E+00    0.375517787729919377E+02   -0.117018571481940459E+02
    0.159289319915577838E+02    0.119512184984943610E+04   -0.190473302334604568E+02    0.441453842106465100E+00    0.184130964742808254E+06    0.850451385171857921E+00    0.843897476897588983E+00    0.109739141099856159E+02   -0.116711152741447890E+02
