    0.286854842640047877E+03    0.119864972930559429E+04   -0.189716839267051185E+02    0.434643103159603639E+00    0.159355030457973131E+06    0.850910339355468781E+00    0.843682920455932628E+00    0.595113840997219086E+02   -0.217900689989881084E+04   -0.599146350544150419E+01    1
    0.415152263047599263E+04    0.120713937130202930E+04   -0.180639160293600227E+02    0.369810348967402169E+00    0.201859795460063237E+06    0.850841327905654921E+00    0.842430237174034091E+00    0.423131647944450364E+02   -0.212454951477017676E+04   -0.599396350544151169E+01    1
    0.172279986376774491E+04    0.120379878067252071E+04   -0.186106630335879686E+02    0.413942250802089795E+00    0.182491519556703250E+06    0.850783375859260560E+00    0.843485316991805956E+00    0.306613241672515890E+02   -0.209485275826534780E+04   -0.599646350544151474E+01    1
    0.582905326488728974E+03    0.120107407821600600E+04   -0.185338879309779010E+02    0.299233154405575130E+00    0.190989326138742617E+06    0.850875392198562563E+00    0.842985115885734548E+00    0.344008576214313493E+02   -0.209425100530462669E+04   -0.599896350544151957E+01    1
    0.195297277806037505E+04    0.120051495035031235E+04   -0.177093874024976046E+02    0.466408538145667073E+00    0.196891063848495454E+06    0.850782285928726179E+00    0.842496927857398936E+00    0.416505422949790969E+02   -0.207927679394899224E+04   -0.600146350544151552E+01    1
    0.905549694710203994E+03    0.119254830949571669E+04   -0.191518081865666652E+02    0.333391017720291116E+00    0.188012392287673574E+06    0.850676082372665343E+00    0.843119119644164972E+00    0.506265258133411393E+02   -0.205047921286906694E+04   -0.600396350544151858E+01    1
    0.215492134617552938E+04    0.121071611912226717E+04   -0.181769555228509283E+02    0.325491133903821228E+00    0.199352891478494683E+06    0.850734801650047334E+00    0.843239984154701250E+00    0.136082454383373257E+02   -0.204766297881458740E+04   -0.600646350544151630E+01    1
    0.421502838069097379E+04    0.118702894657795923E+04   -0.183745183552033673E+02    0.501777736838827537E+00    0.196471656113101577E+06    0.850726960182189962E+00    0.842579695820808383E+00    0.585099919557571440E+02   -0.204210538968900323E+04   -0.600896350544152469E+01    1
    0.119043170529087843E+04    0.120537732230424854E+04   -0.192326827293725948E+02    0.394255352066900877E+00    0.199970034235532657E+06    0.850829873561859129E+00    0.842824296474456780E+00    0.325063218116760240E+02   -0.203184749536491177E+04   -0.601146350544151886E+01    1
    0.693778093079714267E+03    0.121954009079376101E+04   -0.194973685027354655E+02    0.409411691475853601E+00    0.170668377790427534E+06    0.850680881381034815E+00    0.842627587795257593E+00    0.465186854720115690E+02   -0.201453614344206312E+04   -0.601396350544150859E+01    1
    0.652098105961422903E+02    0.120925337220568053E+04   -0.190076993375190355E+02    0.229626902395944521E+00    0.167508643382152077E+06    0.850815868258476216E+00    0.842135495662689193E+00    0.354807325005531311E+02   -0.195403732899192687E+04   -0.601646350544151520E+01    1
    0.157793254368706130E+04    0.120608926852510695E+04   -0.187307217195705213E+02    0.341537300406110522E+00    0.184952707234054833E+06    0.850596799731254571E+00    0.842223390340805067E+00    0.582987969219684601E+02   -0.195026025747930385E+04   -0.601896350544151559E+01    1
    0.118720781529416172E+04    0.121370529171805629E+04   -0.176368650126210831E+02    0.397013603733118003E+00    0.196338346122905408E+06    0.850561749935150102E+00    0.842930729031562742E+00    0.434481475353240967E+02   -0.192415802215703684E+04   -0.602146350544152753E+01    1
    0.542953368997869674E+02    0.120163074862468511E+04   -0.187843145215449425E+02    0.436292044412714408E+00    0.164467975925702165E+06    0.850797148466110209E+00    0.842415701866149891E+00    0.828224822282790996E+01   -0.192026160153429100E+04   -0.602396350544153325E+01    1
    0.140654623419288873E+04    0.122610967972444564E+04   -0.197776919347143192E+02    0.239816514366680666E+00    0.186578646309496457E+06    0.850519856452941925E+00    0.842820012331008894E+00    0.197095229744911187E+02   -0.189486057892456756E+04   -0.602646350544152298E+01    1
    0.166132047045957006E+04    0.121819756495409433E+04   -0.177389791636107255E+02    0.470653493160804681E+00    0.181021766363248957E+06    0.850479534864425624E+00    0.842883448719978334E+00    0.484806288897991209E+02   -0.187008484018340141E+04   -0.602896350544150561E+01    1
    0.572569265739246589E+03    0.122108246106117372E+04   -0.185557035461734259E+02    0.527162376910475405E+00    0.181933370681672590E+06    0.850414344310760462E+00    0.843355933189392060E+00    0.284604264914989464E+02   -0.182561383071772798E+04   -0.603146350544150955E+01    1
    0.352009538007004357E+04    0.122296911968692439E+04   -0.194368309000053259E+02    0.462113673817346471E+00    0.199717918274784170E+06    0.850347396135330169E+00    0.843247259974479690E+00    0.357617879509925842E+02   -0.182407959715945981E+04   -0.603396350544152682E+01    1
    0.186483404766371359E+04    0.119368943005279266E+04   -0.187833633164377325E+02    0.389512687956551806E+00    0.174111600805834954E+06    0.850320886611938498E+00    0.843498283863067577E+00    0.573852631688117967E+02   -0.176937252652979851E+04   -0.603646350544153165E+01    1
    0.457524521561324264E+03    0.122106770033909697E+04   -0.181150204173135059E+02    0.482668196862280074E+00    0.186550183258340083E+06    0.850315720438957201E+00    0.843463014483451845E+00    0.310884270548820503E+02   -0.175852030330783009E+04   -0.603896350544152227E+01    1
    0.381728073410879369E+04    0.120557539791840804E+04   -0.178076395860498415E+02    0.362350660012752290E+00    0.197134185892842303E+06    0.850239476919174120E+00    0.842102600455284067E+00    0.374444932103157058E+02   -0.171068463244913596E+04   -0.604146350544151556E+01    1
    0.594273976910611850E+03    0.123214456852307899E+04   -0.191482248291432420E+02    0.439769321757799980E+00    0.193496581700692885E+06    0.850293732643127464E+00    0.842133981466293258E+00    0.414818768918514280E+02   -0.170354384316377354E+04   -0.604396350544152039E+01    1
    0.166640439256749715E+03    0.120837727081500589E+04   -0.191453050038695523E+02    0.379221199865561687E+00    0.175363835343724699E+06    0.850262279748916550E+00    0.843080566644668572E+00    0.579185151875019102E+02   -0.168620595437746965E+04   -0.604646350544152966E+01    1
    0.416340026963259061E+04    0.120770837300422977E+04   -0.190923986159875376E+02    0.333035397591021409E+00    0.179076127160446282E+06    0.850136539459228513E+00    0.843684534907340966E+00    0.450572328329086318E+02   -0.165879803713866227E+04   -0.604896350544152206E+01    1
    0.784214278139314160E+03    0.120938060932174062E+04   -0.192292250808001945E+02    0.660319802925842581E+00    0.190499734707350901E+06    0.850148117899894640E+00    0.842122502088546776E+00    0.252272962629795074E+02   -0.164634348565944811E+04   -0.605146350544152156E+01    1
    0.564225670633019604E+03    0.118405896010980268E+04   -0.188541975454931894E+02    0.437900517750104912E+00    0.187049673050871672E+06    0.850174213409423785E+00    0.843131763458251915E+00    0.552310331225395217E+02   -0.163936169464961722E+04   -0.605396350544152995E+01    1
    0.348630607285501640E+03    0.123359347898452393E+04   -0.190085361999264855E+02    0.266700445005016662E+00    0.190857115682863136E+06    0.850280335068702708E+00    0.843087755084037771E+00    0.575204318463802338E+02   -0.163812882631667117E+04   -0.605646350544151790E+01    1
    0.198058908439094512E+04    0.122892820343965059E+04   -0.189335379486006552E+02    0.420333201711221738E+00    0.197607239444094535E+06    0.850122215509414692E+00    0.842951012730598470E+00    0.483180972933769226E+02   -0.163693778672980943E+04   -0.605896350544151829E+01    1
    0.836724622258857607E+03    0.123457979534003425E+04   -0.189432490086255747E+02    0.321748754628441824E+00    0.160605486607444938E+06    0.850065776824951103E+00    0.843583734750747660E+00    0.421685062110424056E+02   -0.160584794260139029E+04   -0.606146350544153112E+01    1
    0.468879314279891219E+03    0.120269322696291647E+04   -0.192682946806025193E+02    0.256832529385041974E+00    0.193143460477339482E+06    0.850429368615150394E+00    0.842845413923263509E+00    0.549794720709323883E+02   -0.159664141551174271E+04   -0.606396350544153950E+01    1
    0.111154746724718916E+04    0.119036266707964137E+04   -0.193677165889853811E+02    0.563920286825469352E+00    0.167508194089499302E+06    0.850009385943412799E+00    0.842363706231117226E+00    0.101234684705734246E+02   -0.158702830811050876E+04   -0.606646350544153368E+01    1
    0.304687209981349179E+04    0.122258925637263451E+04   -0.186936740084186077E+02    0.246134283867408210E+00    0.200216454366516031E+06    0.850041139721870453E+00    0.843340966582298290E+00    0.481915366530418368E+02   -0.158686445396023919E+04   -0.606896350544153407E+01    1
    0.678425793516909152E+03    0.119635232846908139E+04   -0.196281059714127153E+02    0.466330252188392302E+00    0.195330737678526610E+06    0.850402228355407686E+00    0.843684114933013873E+00    0.830963613390922440E+01   -0.158472899764231965E+04   -0.607146350544153712E+01    1
    0.453335682473522684E+04    0.118599405326774422E+04   -0.181789859887848060E+02    0.585201621357188007E+00    0.209586287706918170E+06    0.850028604388237019E+00    0.843812638163566553E+00    0.414533250570297227E+02   -0.157807035996850868E+04   -0.607396350544151886E+01    1
    0.252476115139925741E+04    0.119531053744782594E+04   -0.191597378333993440E+02    0.440354832039844213E+00    0.200603466601327731E+06    0.850035164952278155E+00    0.842021085262298574E+00    0.304187424659729011E+02   -0.156980685810240311E+04   -0.607646350544150149E+01    1
    0.133280279661295504E+04    0.120922427092825615E+04   -0.182018954988323962E+02    0.352858894278416435E+00    0.188958225746677635E+06    0.849980488896369901E+00    0.842881984233856185E+00    0.353758758246898637E+02   -0.155250681611560708E+04   -0.607896350544150277E+01    1
    0.355466546111960497E+03    0.119964839761503617E+04   -0.190029489208377669E+02    0.491727480534096539E+00    0.192428339989613887E+06    0.850838880777359030E+00    0.842793665766715994E+00    0.109967611670494065E+02   -0.154967244576182839E+04   -0.608146350544151737E+01    1
    0.138383460333556144E+03    0.119788566765089899E+04   -0.184990992814807562E+02    0.336509760061995400E+00    0.162185439311226946E+06    0.849967875361442582E+00    0.843701024770736718E+00    0.104190586864948269E+02   -0.154477038491073154E+04   -0.608396350544153197E+01    1
    0.467500997459961127E+04    0.122383195819795696E+04   -0.184722680713549430E+02    0.448192368117685425E+00    0.205465181946134457E+06    0.849953577756881740E+00    0.843955298066139226E+00    0.194401210427284248E+02   -0.153487208961080660E+04   -0.608646350544153236E+01    1
    0.774127348396184857E+03    0.121986954240258819E+04   -0.183917610893030705E+02    0.430438283479154360E+00    0.183508166591481626E+06    0.849863722205162042E+00    0.842105125904083263E+00    0.290651312887668603E+02   -0.148088813865992915E+04   -0.608896350544152032E+01    1
    0.194612060754255435E+04    0.120550837437662790E+04   -0.179212955779210965E+02    0.514027161501064422E+00    0.199789796815805254E+06    0.849841943383216836E+00    0.842120662450790425E+00    0.386961003959178953E+02   -0.146786711282111219E+04   -0.609146350544151804E+01    1
    0.271776866523374974E+04    0.120634215950636440E+04   -0.187035049702906271E+02    0.535043631709491097E+00    0.178501517601193365E+06    0.849831228375434899E+00    0.842596297860145560E+00    0.524689992427825942E+02   -0.145780453466985227E+04   -0.609396350544151844E+01    1
    0.272734655536404398E+04    0.122165295140633521E+04   -0.188626659024378966E+02    0.362414563738464146E+00    0.190018543675570167E+06    0.849806062340736412E+00    0.842545826911926254E+00    0.316902291834354415E+02   -0.144604724035257868E+04   -0.609646350544151083E+01    1
    0.342695945861583868E+04    0.117354584846012244E+04   -0.182810303872045345E+02    0.344097383121628075E+00    0.178005759448877245E+06    0.849786792993545537E+00    0.843591097354888908E+00    0.351197411954402909E+02   -0.143255119882362555E+04   -0.609896350544150234E+01    1
