Nested Sampling Global Log-Evidence           :   -0.367493125246518826E+01  +/-    0.895926447512058743E-01

Dim No.       Mean        Sigma
   1    0.230435875265803410E-03    0.503704525894743010E-04
   2    0.121022364358948630E+04    0.117455473284292378E+02
   3    0.893283115658409857E-03    0.926099363068844491E-04
   4    0.599770867736152766E+02    0.968866749057225252E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.200824109282032100E-03
   2    0.120544968373079087E+04
   3    0.854594184348581943E-03
   4    0.607701352425983430E+02

MAP Parameters
Dim No.        Parameter
   1    0.165790056549654252E-03
   2    0.121946795799429719E+04
   3    0.740498267070376472E-03
   4    0.605063085021066840E+02
