    0.688049012724010023E+01    0.121204188627947929E+04   -0.180525038412434924E+02    0.667695539518434522E+00    0.187715544108207454E+06    0.863894438075256010E+00    0.895218479829575475E+00    0.202782674193191461E+02   -0.441515839192373178E+02
    0.866055782421358522E+01    0.122042465517409528E+04   -0.182901765687414724E+02    0.639049096135829053E+00    0.187806490684383141E+06    0.864686784151182386E+00    0.895354533557660148E+00    0.104618984939738677E+02   -0.436586989427397825E+02
    0.130221866873640906E+02    0.122565351449748664E+04   -0.177099345865225395E+02    0.722001220443276637E+00    0.196017166246120643E+06    0.864686848601880276E+00    0.895129400021111299E+00    0.721752962508337959E+01   -0.434871382577125374E+02
    0.130349927644824781E+02    0.120920469921956123E+04   -0.185154878163098786E+02    0.795537618605010932E+00    0.192516637806795130E+06    0.863943141854757179E+00    0.895208112967251668E+00    0.122504286477415802E+01   -0.434481931900569549E+02
    0.517736669802617939E+02    0.123357149586158607E+04   -0.176863261696079519E+02    0.648124539075887185E+00    0.213725240007350309E+06    0.864036197829901376E+00    0.895313747082809863E+00    0.176867298509024717E+01   -0.433542749348611380E+02
    0.417959771316003810E+02    0.122736928946314674E+04   -0.182364200163706940E+02    0.490487499255361281E+00    0.209029067356061249E+06    0.864618056856255035E+00    0.895142794067894876E+00    0.333848722388867714E+01   -0.429737210387950768E+02
    0.689340761634332910E+01    0.124040711027656903E+04   -0.177561789195512709E+02    0.658788268146686895E+00    0.191851872040219896E+06    0.864862496188602003E+00    0.895287455106517749E+00    0.229559015244920417E+02   -0.427480056670341000E+02
    0.151763423014955254E+02    0.120750585722244023E+04   -0.178813911505395779E+02    0.695073031651690543E+00    0.195731770993695653E+06    0.863880414042972888E+00    0.895271476553682555E+00    0.153933242555760064E+02   -0.427426059215270016E+02
    0.583736128840881463E+01    0.120388217048557772E+04   -0.187296869059642290E+02    0.711277716847862562E+00    0.181405170760679815E+06    0.864497935371650539E+00    0.895125684505281849E+00    0.114930419096641145E+02   -0.426461443146432799E+02
    0.164068001964112327E+02    0.123220551504300920E+04   -0.177681791826591393E+02    0.889294752714955949E+00    0.198546245949785342E+06    0.864684620544498350E+00    0.895403759892876905E+00    0.149170458673978845E+01   -0.422436192116369327E+02
    0.622899586729638557E+02    0.122567106626966552E+04   -0.175341951079580021E+02    0.706655632767173691E+00    0.216582208021689527E+06    0.864497189064939775E+00    0.895142992725244779E+00    0.140442854894129585E+02   -0.422050948294325110E+02
    0.210137041557612037E+02    0.122187593703529410E+04   -0.180556073355838826E+02    0.827689466920638495E+00    0.201030109198670340E+06    0.864209218225345688E+00    0.895199355719050516E+00    0.161179597905022867E+02   -0.420222583465926789E+02
    0.378433641111724750E+01    0.121793283882289325E+04   -0.177166873977909276E+02    0.709931025616440947E+00    0.180383521264498821E+06    0.864622446723170013E+00    0.895250265107670029E+00    0.134598899355440693E+02   -0.419976771506977968E+02
    0.526296266544192370E+01    0.123605608942711024E+04   -0.176716589120519068E+02    0.562273291948456766E+00    0.185434549967596511E+06    0.864493971197265565E+00    0.895162177404410619E+00    0.339232494987293531E+01   -0.419585235614756016E+02
