Nested Sampling Global Log-Evidence           :   -0.473795343041113100E+02  +/-    0.154463304830074838E+00

Dim No.       Mean        Sigma
   1    0.281380916592750303E+02    0.250249444970187156E+02
   2    0.122593270865229033E+04    0.125923765149892954E+02
   3   -0.180351733838814745E+02    0.436472256526065527E+00
   4    0.749005667094367666E+00    0.929418418899289056E-01
   5    0.200072885547050624E+06    0.108265359365699878E+05
   6    0.864705156286480481E+00    0.190228033246391340E-03
   7    0.895263858112519295E+00    0.383986776364542606E-04
   8    0.985683259238568965E+01    0.546063932337825442E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.783774298108163521E+02
   2    0.121709227199220868E+04
   3   -0.178768391870274321E+02
   4    0.610082074348706427E+00
   5    0.216130331801008928E+06
   6    0.864826333914607392E+00
   7    0.895263147136295512E+00
   8    0.589874443889778366E+01

MAP Parameters
Dim No.        Parameter
   1    0.783774298108163521E+02
   2    0.121709227199220868E+04
   3   -0.178768391870274321E+02
   4    0.610082074348706427E+00
   5    0.216130331801008928E+06
   6    0.864826333914607392E+00
   7    0.895263147136295512E+00
   8    0.589874443889778366E+01
