"dpdt","T","Kd","MI_radius","Sample"
0.000399577701696,1227.34991519465,0.000905638690457,88.1194228628622,"SW_7_2_1"
9.87266648079472E-05,1206.76735890879,0.001012166565212,87.6096096153484,"SW_7_2_1"
0.000234395784986,1214.85421449209,0.000705533300001,90.3783315737227,"SW_7_2_1"
0.000296545003359,1206.6994608266,0.0009479750811,89.08951629471,"SW_7_2_1"
0.000114024870201,1230.94783020635,0.000948964387142,88.0378813267889,"SW_7_2_1"
0.000290766244147,1224.13210514279,0.000851054564422,88.3874335819677,"SW_7_2_1"
0.000254906390766,1192.07597277217,0.000965672946293,89.3334982933327,"SW_7_2_1"
0.000343020543238,1229.43525378938,0.000999402784077,88.6203861763295,"SW_7_2_1"
0.000364866484175,1232.80359358164,0.001044905574581,88.7228929030059,"SW_7_2_1"
0.000317451411726,1212.19998746026,0.001027931738835,87.4792932593116,"SW_7_2_1"
0.000273317201601,1220.23997823758,0.000899470649633,89.8491816798523,"SW_7_2_1"
0.000265940826096,1224.280970932,0.000848985150092,89.7210534148252,"SW_7_2_1"
7.56437781818154E-05,1191.61374321719,0.000817635550724,89.2492425282513,"SW_7_2_1"
0.000269660370714,1203.29446249612,0.000951362371394,87.4328147201402,"SW_7_2_1"
0.000274092319073,1230.71438582429,0.000847232976554,89.9629117761367,"SW_7_2_1"
0.000210338045961,1194.42318453184,0.000817507879225,88.6164932088234,"SW_7_2_1"
0.000260768325544,1215.76279594763,0.000892207415855,89.611123230076,"SW_7_2_1"
0.000111756342943,1206.69549729317,0.001053093083584,88.5347059286232,"SW_7_2_1"
0.00021614798213,1196.97731855598,0.000855946086533,89.6790708309141,"SW_7_2_1"
8.05260820111024E-05,1193.98228804816,0.000826111604904,88.4516831943221,"SW_7_2_1"
0.000263813133979,1206.31774573763,0.000951223780731,88.0843182832385,"SW_7_2_1"
0.000215525882283,1184.79381263033,0.00091269030968,88.2835111600889,"SW_7_2_1"
0.000232538968514,1215.68247251897,0.000804802322777,89.1581155094758,"SW_7_2_1"
8.506413864314E-05,1194.4555312256,0.00085762704018,87.9960668498191,"SW_7_2_1"
0.000284805965236,1219.03439999339,0.000997299332338,90.5379948495727,"SW_7_2_1"
0.000119014569594,1227.54137387685,0.000961884047713,88.6866279829991,"SW_7_2_1"
0.000251897661861,1214.82181962562,0.000873168290404,88.5765827637199,"SW_7_2_1"
0.000236744472577,1210.90757203033,0.000911788013962,91.8833088738418,"SW_7_2_1"
0.000231040287961,1206.07048977813,0.000883207115067,89.8584775591798,"SW_7_2_1"
7.36830211278837E-05,1199.62818672751,0.000712538519045,88.5033526436523,"SW_7_2_1"
0.000209049506383,1201.41013836108,0.000861914493474,90.8002478522724,"SW_7_2_1"
0.000284282542698,1208.25343128729,0.001069697038845,88.8028431858966,"SW_7_2_1"
0.000100018312703,1203.66615962972,0.000916885960855,87.6838873037354,"SW_7_2_1"
0.000282442337609,1206.23766225993,0.001072615960113,88.4521950568926,"SW_7_2_1"
0.000235838513491,1200.62160533334,0.000949220655815,89.1907112972483,"SW_7_2_1"
0.000253802127847,1212.03453324921,0.000925298641805,88.3768630632351,"SW_7_2_1"
0.000117206861623,1233.72822513546,0.000889898342915,88.768989184024,"SW_7_2_1"
0.000102241507241,1215.31049061867,0.000924183372882,90.8984869179744,"SW_7_2_1"
0.000209060152846,1193.38858667195,0.000901200397313,89.7092046275735,"SW_7_2_1"
0.000271675778799,1214.81759511775,0.000970884162268,88.1971988120759,"SW_7_2_1"
0.000104136899375,1204.81288551602,0.0009633038236,88.6341296178104,"SW_7_2_1"
9.61240188139348E-05,1205.07717161284,0.000896937823031,89.1322294901051,"SW_7_2_1"
7.94230566213159E-05,1207.84228419684,0.000720195790954,88.7407881189049,"SW_7_2_1"
