Nested Sampling Global Log-Evidence           :   -0.425938463142688750E+01  +/-    0.971129063962730132E-01

Dim No.       Mean        Sigma
   1    0.723164312775546609E-04    0.109895175712478290E-04
   2    0.120937370252953815E+04    0.116503946162222576E+02
   3    0.895433658026878270E-03    0.926194732067188475E-04
   4    0.610418107091393409E+02    0.947117179131225728E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.765207030872471064E-04
   2    0.120034295015423800E+04
   3    0.101628789816942495E-02
   4    0.609452521610641256E+02

MAP Parameters
Dim No.        Parameter
   1    0.656391155671850936E-04
   2    0.120054914839715889E+04
   3    0.926793759003785361E-03
   4    0.599998146653772864E+02
