,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0005184516574000444,0.0004413989457822019,0.0006219412444007729,0.0003762104783115844,0.0007161379853797388,7.705271161784249e-05,0.00010348958700072853,SW_7_10_1
