Nested Sampling Global Log-Evidence           :   -0.412410248664305978E+01  +/-    0.955582803641756851E-01

Dim No.       Mean        Sigma
   1    0.528528863149183860E-03    0.899289494824292545E-04
   2    0.121128808108392468E+04    0.129588562134202796E+02
   3    0.901156957521312418E-03    0.903907362226201878E-04
   4    0.119889437666447321E+03    0.935704297711781874E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.381022354255001431E-03
   2    0.120857636364001678E+04
   3    0.679563753059421894E-03
   4    0.120557992132231888E+03

MAP Parameters
Dim No.        Parameter
   1    0.433154722376108468E-03
   2    0.120872268674155043E+04
   3    0.876442404432927207E-03
   4    0.122272638406491211E+03
