,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.00029738704407702765,0.0002379897616231963,0.000383417277850422,0.00019090832835445658,0.0004713890875913323,5.939728245383136e-05,8.603023377339437e-05,SW_7_2_1
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0005968852973288152,0.0004144756108805625,0.0008760604782095558,0.00027853905585147233,0.001310541096638194,0.00018240968644825275,0.0002791751808807406,SW_7_3_1
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0005220392110688052,0.0003775083516511876,0.0007794019631311989,0.0002762523365018034,0.0010684967652342385,0.0001445308594176176,0.0002573627520623937,SW_7_3_2
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0005114069749021312,0.0003855791407687348,0.0007003608368591614,0.0002924579247199241,0.0009130271144206556,0.00012582783413339637,0.00018895386195703022,SW_7_4_1
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0008529801878387857,0.000551302016029446,0.001431773100228318,0.0003781204703719938,0.0024708219998689405,0.00030167817180933964,0.0005787929123895323,SW_7_6_1
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0013297525920749583,0.0009495101387782555,0.0019661670204221982,0.0007252569472636698,0.002578194999743007,0.00038024245329670284,0.0006364144283472399,SW_7_7_1
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0007688191309309513,0.0005676039956902908,0.0010510374945925305,0.000433441618289412,0.0013653449734450356,0.0002012151352406605,0.00028221836366157914,SW_7_8_1
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.00020538213706239786,0.00015884618770288606,0.0002577896378277388,0.00013045895777628064,0.0003105774976580566,4.6535949359511795e-05,5.2407500765340925e-05,SW_7_10_1
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.000263473874667524,0.00020958411196448593,0.00032461478976792806,0.00017377129723083524,0.00039094959472506263,5.3889762703038095e-05,6.114091510040404e-05,K97_23_1_1_1
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0004621921248017279,0.00033764304675883914,0.0006580539060551056,0.0002658652852100944,0.0008503880000008835,0.00012454907804288878,0.00019586178125337772,K97_23_4_1
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.00018632631649535667,0.00014278446480567,0.00023691687644428048,0.00011486995815480096,0.0002892431726754615,4.354185168968668e-05,5.0590559948923805e-05,K97_23_5_1
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0006080549493475522,0.0004379485379782052,0.0009218305583400203,0.0003172942893781347,0.0013999881889783996,0.000170106411369347,0.0003137756089924681,K97_23_8_1
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0003167148263666941,0.0002321427909237611,0.0004310839745389555,0.0001911484708562988,0.0006244962696344609,8.4572035442933e-05,0.00011436914817226142,K97_23_10_1
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.00022251228873727594,0.00017799488001203257,0.00027705222686958623,0.00014395850163535562,0.0003414879670846862,4.451740872524337e-05,5.4539938132310294e-05,K97_23_16_1
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.00045609747715707864,0.0003437366899386458,0.00058697604289873,0.0002704863287290247,0.0007876100697466345,0.00011236078721843284,0.0001308785657416514,K97_23_16_2
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0002310402302891904,0.0001791604018460848,0.0002971052571022961,0.00014639190201152122,0.0003778450865058069,5.18798284431056e-05,6.606502681310569e-05,K97_23_16_3
,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.00028336170217264266,0.00021757078640270762,0.00037053750445883613,0.00016012726863721797,0.0004720055930908735,6.579091576993504e-05,8.717580228619347e-05,K97_23_17_1
