Nested Sampling Global Log-Evidence           :   -0.346514410305158060E+01  +/-    0.860159953183201320E-01

Dim No.       Mean        Sigma
   1    0.155898098291459733E-03    0.222480291133215650E-03
   2    0.120902238101318449E+04    0.120120514812847823E+02
   3    0.902236083485453088E-03    0.899450868137306904E-04
   4    0.889901990990520773E+02    0.931836019016273998E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.184440917043859404E-03
   2    0.122919776949693164E+04
   3    0.100264194548958926E-02
   4    0.895535984407005117E+02

MAP Parameters
Dim No.        Parameter
   1    0.209590272080065405E-03
   2    0.122156093133196055E+04
   3    0.973406857692877452E-03
   4    0.908486609338532389E+02
