Nested Sampling Global Log-Evidence           :   -0.247448950536560064E+01  +/-    0.549253032641722622E-01

Dim No.       Mean        Sigma
   1    0.163768980673168096E+01    0.207265934775581950E+01
   2    0.120958513549661689E+04    0.119310266854421272E+02
   3    0.892095215024376318E-03    0.921685660093090996E-04
   4    0.674673454952701803E+02    0.945798500932535147E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.924088647613458036E+01
   2    0.120048273866742534E+04
   3    0.776895182102560239E-03
   4    0.680771335380094769E+02

MAP Parameters
Dim No.        Parameter
   1    0.168780805523155442E+00
   2    0.120913236407995623E+04
   3    0.893122067645586715E-03
   4    0.683868708903123377E+02
