,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.005117405776005025,0.0027410122552819034,0.0615766311120454,0.0018158574804761464,3.873293314557076,0.002376393520723122,0.05645922533604038,K97_23_1_1_1
