Nested Sampling Global Log-Evidence           :   -0.407702305064120729E+01  +/-    0.950952540424520737E-01

Dim No.       Mean        Sigma
   1    0.511090830430281683E-03    0.819820092142542532E-04
   2    0.120986007741866092E+04    0.126951157109340649E+02
   3    0.905688755736185633E-03    0.920949415396470864E-04
   4    0.990625309470139257E+02    0.100142968012026112E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.551611395206813809E-03
   2    0.121389221166348102E+04
   3    0.955545353747689155E-03
   4    0.988932566328155076E+02

MAP Parameters
Dim No.        Parameter
   1    0.395492481936783179E-03
   2    0.120267152204086142E+04
   3    0.817293215834183611E-03
   4    0.995809851854737076E+02
