,Median (days),1 sigma low (days),1 sigma high (days),2 sigma low (days),2 sigma high (days),1sigma error low (days),1sigma error high (days),Profile
0,19.264610026605183,7.446059544839273,51.250891548451534,3.7174952398282786,96.00424752890193,11.81855048176591,31.98628152184635,Ol13A
