,t,T,lnfO2,P,Ea,C0,C1,b1,Profile
0,19.264610026605183,1226.0276563087377,-18.0231056989894,0.7493954460871628,200181.57105240106,0.8647383291396197,0.8952631654460227,9.806039260540606,Ol13A
