,t,T,lnfO2,P,Ea,C0,C1,b1,Profile
331,13.153458863847458,1214.6885002637061,-17.575179831633186,0.6069899531027428,194764.47200563306,0.864791325395402,0.89520101161155,4.41128471275853,Ol13A
332,16.02077999693845,1250.3099817194175,-18.825443213893767,0.7634903307614239,200344.51477298213,0.8645172808447869,0.8952048219730271,17.61047089295663,Ol13A
333,3.3461011096255953,1235.405694548471,-18.148217691900953,0.8012981817443101,180037.57470397538,0.864817752520691,0.89519640011279,16.565665279266536,Ol13A
334,14.271779405365093,1195.148208892581,-18.035213100893316,0.7975642321350138,194260.39857466795,0.8646129295447306,0.8952778055940305,20.351045108901097,Ol13A
335,41.2846570097825,1241.1132376686448,-18.089350941483517,0.7813246282728605,212177.57938038642,0.8643235381409714,0.8952775738667037,15.99594257864247,Ol13A
336,41.2846570097825,1241.1132376686448,-18.089350941483517,0.7813246282728605,212177.57938038642,0.8643235381409714,0.8952775738667037,15.99594257864247,Ol13A
337,9.303247405342454,1218.084560498544,-18.138504895593098,0.9533085928543679,189738.6701495531,0.8646842250480762,0.8953141501343205,11.882702618112635,Ol13A
338,45.797351543695235,1233.0746261085926,-18.0130658906501,0.5148918629152345,211589.52302413798,0.8644521125894955,0.8953265753938905,5.488552839763903,Ol13A
339,4.963906646437202,1226.9667949425038,-18.82588017333811,0.6559785194603086,181561.50816154302,0.8645788415125802,0.8952874000892602,14.033722622703145,Ol13A
340,8.151488601096741,1221.6306752432656,-17.64619461303307,0.8480024743727838,189090.39875976407,0.8643933179536245,0.8952300318156998,1.279815807229047,Ol13A
341,12.205669497680548,1214.3664603481172,-18.041050197742383,0.5829825904104893,192654.6361604399,0.864664298530686,0.8953337718718826,2.5973122370634147,Ol13A
342,13.43574044937683,1234.123923987929,-18.520875979754972,0.8024425173854769,195279.24797041315,0.8644635000536427,0.8952230750816148,10.798233468286984,Ol13A
343,18.58532013099114,1216.7054827277113,-17.941077879985606,0.7101825686629358,198443.1069521487,0.8648499826223557,0.8951985613516149,7.571962170538729,Ol13A
344,52.10352282911574,1215.813576428344,-17.898608240306366,0.8050877778180593,211672.28618291198,0.8642842787887746,0.8952638716343027,12.169905839069557,Ol13A
345,31.631278127046336,1228.7954410354955,-17.496605559898356,0.6697425866621802,207800.00659682398,0.8644713326755501,0.8951932247234832,9.930466438826972,Ol13A
346,12.253118746370452,1235.7898584600473,-17.7918726943153,0.7456990697801833,196488.07497623385,0.8647151228016672,0.89519106631796,12.711642475188938,Ol13A
347,66.43399505877379,1236.9347061440303,-17.7210340165114,0.6510142010497939,217107.39816420575,0.8648526197962046,0.8952142079625633,10.147442083116593,Ol13A
348,7.207347372723857,1218.3095335521703,-17.58392098678858,0.7455162008222904,188431.2465984699,0.8647274079504857,0.8953372240352664,16.614568398751288,Ol13A
349,7.207347372723857,1218.3095335521703,-17.58392098678858,0.7455162008222904,188431.2465984699,0.8647274079504857,0.8953372240352664,16.614568398751288,Ol13A
350,51.34967281718509,1238.2451485815286,-17.92719741916833,0.8379460252490146,214369.68968117022,0.8646321736795334,0.8953396089764544,14.260458241374858,Ol13A
351,6.076903354929054,1230.0862201348489,-18.37638981982793,0.778478806071339,184777.86863843066,0.8646406391419466,0.8953116244981052,10.385535132780701,Ol13A
352,31.482002663761076,1219.4056583836368,-17.951607523491077,0.6386772399796634,207070.5362724198,0.8646746662239307,0.8953108702689677,20.226749409279073,Ol13A
353,31.482002663761076,1219.4056583836368,-17.951607523491077,0.6386772399796634,207070.5362724198,0.8646746662239307,0.8953108702689677,20.226749409279073,Ol13A
354,6.593268810283306,1228.1044644554754,-18.13416967641662,0.45695521420768376,187100.18566325575,0.8646464721826553,0.895298020032088,10.90053369591205,Ol13A
355,6.593268810283306,1228.1044644554754,-18.13416967641662,0.45695521420768376,187100.18566325575,0.8646464721826553,0.895298020032088,10.90053369591205,Ol13A
356,4.8910051051986825,1220.9217020412,-18.44789853107834,0.7042704737930996,181924.2418395799,0.8644771283859384,0.895195880986621,13.266705296785972,Ol13A
357,4.8910051051986825,1220.9217020412,-18.44789853107834,0.7042704737930996,181924.2418395799,0.8644771283859384,0.895195880986621,13.266705296785972,Ol13A
358,22.691004798714975,1226.3705768040234,-17.785196998938694,0.7617553486416595,204259.31338749646,0.8647595592746963,0.8952069927111791,19.32255355634451,Ol13A
359,22.470151887954877,1222.8153515325162,-18.28865905304541,0.845331762542715,202482.1424176109,0.8648711385833263,0.8952908735013321,18.731293871926532,Ol13A
360,20.26482219121201,1232.6725109010179,-18.37239807434706,0.7352855756229076,202774.01481151299,0.8649583282084102,0.8952892377045161,20.535032871148058,Ol13A
361,20.26482219121201,1232.6725109010179,-18.37239807434706,0.7352855756229076,202774.01481151299,0.8649583282084102,0.8952892377045161,20.535032871148058,Ol13A
362,3.71754745965842,1218.5186552290447,-17.95351697878579,0.7495938034354713,180324.98631139525,0.8645715708533648,0.8952128512889835,18.82289191560393,Ol13A
363,3.71754745965842,1218.5186552290447,-17.95351697878579,0.7495938034354713,180324.98631139525,0.8645715708533648,0.8952128512889835,18.82289191560393,Ol13A
364,27.643724619140627,1209.1686715224623,-17.41747562561818,0.6707754766343335,203475.79284215198,0.8644586420906535,0.8951967849865704,6.967387149491148,Ol13A
365,22.57461340711506,1222.5443607202694,-18.409683160196096,0.7205463733417813,199968.3547161324,0.8646751448693779,0.8952535925076273,0.16863800772183735,Ol13A
366,21.49413954152444,1212.6020790224106,-18.48296337337049,0.8934113739913893,198674.11669977158,0.8643622732517621,0.8952228399300426,8.08020232531999,Ol13A
367,21.49413954152444,1212.6020790224106,-18.48296337337049,0.8934113739913893,198674.11669977158,0.8643622732517621,0.8952228399300426,8.08020232531999,Ol13A
368,35.49610400112134,1201.02302909045,-17.49472416508844,0.7707295892568706,206206.8394848572,0.8649271294206036,0.8952735217847562,16.28852899928827,Ol13A
369,19.779138584141776,1224.516793748524,-17.81978234777237,0.799421488159956,200723.48228769525,0.8643507728758477,0.8952146259797689,9.858026056655843,Ol13A
370,96.13401515588637,1225.3204631876943,-18.806433578235083,0.9690037391600748,217430.38128150022,0.8647503882738582,0.8953392484439425,4.989996275718372,Ol13A
371,96.13401515588637,1225.3204631876943,-18.806433578235083,0.9690037391600748,217430.38128150022,0.8647503882738582,0.8953392484439425,4.989996275718372,Ol13A
