Nested Sampling Global Log-Evidence           :   -0.430989516609075363E+01  +/-    0.979264771511752230E-01

Dim No.       Mean        Sigma
   1    0.645687463095981416E-04    0.101679981665713798E-04
   2    0.120980419576938812E+04    0.113179651842806521E+02
   3    0.904329824394292680E-03    0.920386788645981643E-04
   4    0.899686198670860762E+02    0.961222942555850168E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.731123245613705101E-04
   2    0.122283726581646670E+04
   3    0.915121979549715181E-03
   4    0.886916844767973060E+02

MAP Parameters
Dim No.        Parameter
   1    0.706543885894765465E-04
   2    0.123231354405541356E+04
   3    0.942633614580993206E-03
   4    0.898969600522210897E+02
