Nested Sampling Global Log-Evidence           :   -0.440706268035804349E+01  +/-    0.992275406991363768E-01

Dim No.       Mean        Sigma
   1    0.444395317906133753E-04    0.715860300714505096E-05
   2    0.121008915273972275E+04    0.112455375201503056E+02
   3    0.906069439855461964E-03    0.908356568249042332E-04
   4    0.989283380549330218E+02    0.994486252368445456E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.485883603393897926E-04
   2    0.122095461071886211E+04
   3    0.976338779952285797E-03
   4    0.101258912950042230E+03

MAP Parameters
Dim No.        Parameter
   1    0.515336489576493536E-04
   2    0.123585843925296581E+04
   3    0.804598936156065547E-03
   4    0.984116973892914615E+02
