,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,5.131347223144141e-05,4.268482661008012e-05,6.1017656175760424e-05,3.609228522694602e-05,7.222589705358772e-05,8.62864562136129e-06,9.704183944319012e-06,K97_23_16_1
