,Median,1 sigma low,1 sigma high,2 sigma low,2 sigma high,1sigma error low,1sigma error high,Profile
0,0.0006017044507522094,0.0004509729548187159,0.0008376857806003814,0.0003609420872353939,0.0012633372333940116,0.00015073149593349352,0.000235981329848172,SW_7_10_1
