,Median (days),1 sigma low (days),1 sigma high (days),2 sigma low (days),2 sigma high (days),1sigma error low (days),1sigma error high (days),Profile
0,11.845834448798152,9.25090419743877,15.331485516060564,7.364012801304376,19.32337662201196,2.594930251359383,3.4856510672624115,Ol13A
