Nested Sampling Global Log-Evidence           :   -0.423282950716205697E+01  +/-    0.970228080347250027E-01

Dim No.       Mean        Sigma
   1    0.133779770491582883E-03    0.238724633802218526E-04
   2    0.121017228406131767E+04    0.126350696368095612E+02
   3    0.888674438830648465E-03    0.921293615204786450E-04
   4    0.564667757508378259E+02    0.901395704760614480E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.142020425673507428E-03
   2    0.120969143132627596E+04
   3    0.916130608529830935E-03
   4    0.551389854120923601E+02

MAP Parameters
Dim No.        Parameter
   1    0.118227478889086106E-03
   2    0.119518447121933536E+04
   3    0.851022512569779479E-03
   4    0.576547273618075948E+02
