,Median (days),1 sigma low (days),1 sigma high (days),2 sigma low (days),2 sigma high (days),1sigma error low (days),1sigma error high (days),Profile
0,0.546809397143331,0.3050299823174366,0.8948495516805334,0.16836311171108853,1.3896965102277254,0.24177941482589438,0.3480401545372024,Ol1A
