Nested Sampling Global Log-Evidence           :   -0.377610079733919468E+01  +/-    0.907490489389956578E-01

Dim No.       Mean        Sigma
   1    0.395365637581810998E-02    0.757740524570496001E-03
   2    0.120994246500062968E+04    0.120525691622329294E+02
   3    0.911651470450492124E-03    0.923202540019612660E-04
   4    0.423857050413375873E+02    0.938972609464363228E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.339366052172321905E-02
   2    0.120670040703506129E+04
   3    0.799213198748081693E-03
   4    0.420333770507848499E+02

MAP Parameters
Dim No.        Parameter
   1    0.421961228271983818E-02
   2    0.119621970350327047E+04
   3    0.861646959714021344E-03
   4    0.407966500275296582E+02
