    0.130169031980288845E-06    0.121837334706999127E+04    0.692799388198149318E-03    0.412661676107893882E+02   -0.529573409577384950E+03   -0.599146350544150419E+01    1
    0.297419282473853147E-05    0.120314153514723102E+04    0.101188579141710689E-02    0.420618333640414761E+02   -0.529573409577384950E+03   -0.599396350544151169E+01    1
    0.217224744025265708E-05    0.121998721800156795E+04    0.962503426961714434E-03    0.436662624777059847E+02   -0.529573409577384950E+03   -0.599646350544151474E+01    1
    0.755681540872528403E-06    0.121146269929644609E+04    0.946135556124342724E-03    0.434237551181193169E+02   -0.529573409577384950E+03   -0.599896350544151957E+01    1
    0.246625978969589880E-06    0.120728565775377842E+04    0.957727884599286847E-03    0.409338056840786564E+02   -0.529573409577384950E+03   -0.600146350544151552E+01    1
    0.620140372073637358E-06    0.120537262175175078E+04    0.901935699457783011E-03    0.439198856999108855E+02   -0.529573409577384950E+03   -0.600396350544151858E+01    1
    0.281570316032036313E-05    0.121981220617772465E+04    0.926752650275012094E-03    0.420556034733869168E+02   -0.529573409577384950E+03   -0.600646350544151630E+01    1
    0.207809814062305381E-05    0.120548715587115271E+04    0.822042009753372197E-03    0.434990512088228485E+02   -0.529573409577384950E+03   -0.600896350544152469E+01    1
    0.431692272300738577E-06    0.120848345776226893E+04    0.916420013715367205E-03    0.432174486270047424E+02   -0.529573409577384950E+03   -0.601146350544151886E+01    1
    0.135164521988933984E-06    0.119985508538438307E+04    0.879020919849106495E-03    0.417108529311823375E+02   -0.529573409577384950E+03   -0.601396350544150859E+01    1
    0.236056454894438333E-05    0.119953998805427887E+04    0.900527258644545159E-03    0.431636199741816355E+02   -0.529573409577384950E+03   -0.601646350544151520E+01    1
    0.108549026918702761E-05    0.120744605472965713E+04    0.668492417473451122E-03    0.422152353121738031E+02   -0.529573409577384950E+03   -0.601896350544151559E+01    1
    0.100648240402829586E-06    0.120832680620088377E+04    0.104720935327621569E-02    0.418751090349514499E+02   -0.529573409577384950E+03   -0.602146350544152753E+01    1
    0.155825452682074462E-05    0.121235876320239072E+04    0.116052566681905910E-02    0.451349205059069405E+02   -0.529573409577384950E+03   -0.602396350544153325E+01    1
    0.182327967439146129E-05    0.123058923381354066E+04    0.821802700917200857E-03    0.436239687974505159E+02   -0.529573409577384950E+03   -0.602646350544152298E+01    1
    0.258753162152856808E-05    0.120693587270093781E+04    0.932665648356466770E-03    0.434251943234367701E+02   -0.529573409577384950E+03   -0.602896350544150561E+01    1
    0.884684281355400754E-06    0.120451649239867538E+04    0.605498400278100808E-03    0.415023483478538822E+02   -0.529573409577384950E+03   -0.603146350544150955E+01    1
    0.199179173995937454E-06    0.120145310310069294E+04    0.841432849981060393E-03    0.429536237795503908E+02   -0.529573409577384950E+03   -0.603396350544152682E+01    1
    0.225058241863605362E-05    0.121075225557258932E+04    0.942048079743932286E-03    0.421177912188836387E+02   -0.529573409577384950E+03   -0.603646350544153165E+01    1
    0.128813255419264370E-06    0.122134037496008455E+04    0.936019636916827612E-03    0.437765997144294516E+02   -0.529573409577384950E+03   -0.603896350544152227E+01    1
