(Intercept),lnfO2,XFo,T_i,P_Pa,T_i:P_Pa
1.74389253565472,0.002556510846647,-0.278480265014279,-2094.80359955308,-1.11855576757522E-10,1.54355267086382E-07
0.002556510846647,0.001875765738357,-0.005963425017447,74.3058360087357,-1.67760719658723E-12,-1.83659379158899E-09
-0.278480265014279,-0.005963425017447,0.275489033723295,-131.897937320085,1.04995067959629E-11,-7.85432288568529E-09
-2094.80359955308,74.3058360087357,-131.897937320085,5995385.94052777,8.58470789437238E-08,-0.000285841780798
-1.11855576757522E-10,-1.67760719658723E-12,1.04995067959629E-11,8.58470789437238E-08,1.96964053645757E-19,-3.26286140752966E-16
1.54355267086382E-07,-1.83659379158899E-09,-7.85432288568529E-09,-0.000285841780798,-3.26286140752966E-16,5.53384231987211E-13
