    0.289801735978541491E-06    0.121926733345838738E+04    0.966096901733116400E-03    0.887644673340862482E+02   -0.671550890844019023E+03   -0.599146350544150419E+01    1
    0.509420095226971258E-06    0.122387749702945985E+04    0.813572005596540737E-03    0.896434643306530035E+02   -0.671550890844019023E+03   -0.599396350544151169E+01    1
    0.236154445306857533E-05    0.121003650338876855E+04    0.910388285180252933E-03    0.883947134734571875E+02   -0.671550890844019023E+03   -0.599646350544151474E+01    1
    0.405501671819298334E-06    0.122332092171215982E+04    0.100490238080092574E-02    0.896864197572545123E+02   -0.671550890844019023E+03   -0.599896350544151957E+01    1
    0.120453021753835656E-06    0.121268173375003425E+04    0.871319634829593580E-03    0.882311819681362408E+02   -0.671550890844019023E+03   -0.600146350544151552E+01    1
    0.134964916407675474E-05    0.121433224751744956E+04    0.101913117148504486E-02    0.892089769674617656E+02   -0.671550890844019023E+03   -0.600396350544151858E+01    1
    0.254209850472425664E-05    0.121564302509084177E+04    0.100575907182665807E-02    0.873528176185605076E+02   -0.671550890844019023E+03   -0.600646350544151630E+01    1
    0.157559789749934000E-05    0.123832215940501533E+04    0.805932349108634018E-03    0.884130544071237807E+02   -0.671550890844019023E+03   -0.600896350544152469E+01    1
    0.204567123452307609E-05    0.122497612351165185E+04    0.832404781257407530E-03    0.888716709053066012E+02   -0.671550890844019023E+03   -0.601146350544151886E+01    1
    0.217124833969058588E-06    0.120992899740551934E+04    0.855423395115064160E-03    0.893849844226218693E+02   -0.671550890844019023E+03   -0.601396350544150859E+01    1
    0.186643872531662066E-06    0.120074836847143797E+04    0.779514973954015342E-03    0.892773660751247746E+02   -0.671550890844019023E+03   -0.601646350544151520E+01    1
    0.199603447212535758E-06    0.121255967800297458E+04    0.916105898016073570E-03    0.901229185086463929E+02   -0.671550890844019023E+03   -0.601896350544151559E+01    1
    0.247765358208696157E-06    0.121449568873009753E+04    0.952695477093859467E-03    0.888908330613235904E+02   -0.671550890844019023E+03   -0.602146350544152753E+01    1
    0.174494295902240052E-05    0.120265633384660578E+04    0.840094850540933145E-03    0.895601243384635524E+02   -0.671550890844019023E+03   -0.602396350544153325E+01    1
