    0.165885183058620916E-03    0.120386688177399924E+04    0.874017683916864592E-03    0.602478172125687834E+02   -0.647984922515052464E+01
    0.658120920295929165E-04    0.121464920158598056E+04    0.798910589156624860E-03    0.607817563100703282E+02   -0.597628371867220487E+01
    0.156382144465368861E-03    0.119923104895190727E+04    0.945411979946536628E-03    0.624358142045148625E+02   -0.570655982124727146E+01
    0.143641097828732924E-03    0.120834802991642050E+04    0.748976938547111495E-03    0.597552279936571438E+02   -0.558753951670575333E+01
    0.752001638881660166E-04    0.121374021492568659E+04    0.910447548597994715E-03    0.616215461184125957E+02   -0.491132176299820866E+01
    0.675201276524938176E-04    0.120546079955596406E+04    0.885485446708244054E-03    0.625246919422742380E+02   -0.469105496671560207E+01
    0.170670749918343045E-03    0.122850186678369982E+04    0.866565975149790474E-03    0.615464814191538494E+02   -0.437059389236396978E+01
    0.830753943611347309E-04    0.120279408250307620E+04    0.103736799532225081E-02    0.608554850385867425E+02   -0.432139625274635897E+01
    0.163146134295117398E-03    0.122410078681856044E+04    0.839842761258202241E-03    0.607607065835582887E+02   -0.418953296856553603E+01
    0.159773592187415278E-03    0.121420257960888557E+04    0.902802980540022408E-03    0.614519237617226537E+02   -0.416844457047093098E+01
    0.146873931587581302E-03    0.119968058583269135E+04    0.863148645623493683E-03    0.593717494779230393E+02   -0.407855892269829479E+01
    0.167677767370563957E-03    0.121657634848734892E+04    0.950946605143058532E-03    0.618261525785680206E+02   -0.400231881246556664E+01
    0.794764821816628254E-04    0.120760359972062247E+04    0.981310981519894002E-03    0.619570451098466677E+02   -0.399949757838383624E+01
    0.170519449822974684E-03    0.122280484708748531E+04    0.902797698216557267E-03    0.609016388049516735E+02   -0.390182760941296136E+01
    0.148875707333118320E-03    0.120954793081529419E+04    0.894429964591874987E-03    0.618548306540977819E+02   -0.386467441814050749E+01
    0.127637209542259085E-03    0.119200464933286798E+04    0.880390989449608501E-03    0.620868933152497320E+02   -0.378052191671499704E+01
    0.806189781308425498E-04    0.122175119127145854E+04    0.867002558369749056E-03    0.611658332719632583E+02   -0.369716384193620806E+01
    0.134702394101732828E-03    0.119617068172992435E+04    0.880261632968756098E-03    0.610771441373750363E+02   -0.360669423858134541E+01
    0.117577111001997053E-03    0.124719732707744720E+04    0.106139574855201586E-02    0.614485965381267789E+02   -0.348231186759318012E+01
    0.139055374054118804E-03    0.121417354775834724E+04    0.812609312757218180E-03    0.613511184476420510E+02   -0.345359831595526856E+01
    0.156078127570864983E-03    0.120411365685692613E+04    0.999233832120044940E-03    0.617871512984900733E+02   -0.335171879140154338E+01
    0.126589050067432517E-03    0.120758306007727401E+04    0.745206666015041179E-03    0.599248713972758082E+02   -0.331311777228315041E+01
    0.154727925572818405E-03    0.123038785864747001E+04    0.809841585822172294E-03    0.611913284891436007E+02   -0.329798461416757904E+01
    0.666046225567558365E-04    0.120393588011908696E+04    0.837376844493644096E-03    0.626908888223281977E+02   -0.325490292734185394E+01
    0.838147381487737067E-04    0.123214753338869468E+04    0.824239340607894151E-03    0.612465592852577814E+02   -0.324170613928117346E+01
    0.166681468988320224E-03    0.123307025818249485E+04    0.832762638800113846E-03    0.602234140106802585E+02   -0.322669915845691646E+01
    0.174241824360238086E-03    0.122746128463487230E+04    0.892982364377136600E-03    0.597166125893154458E+02   -0.316249180658514417E+01
    0.721924487536422266E-04    0.118705567549102125E+04    0.101154734863620737E-02    0.624900215789606435E+02   -0.308887515653082767E+01
    0.110367023780202642E-03    0.119409161498074218E+04    0.782144543916753134E-03    0.621644722289490517E+02   -0.304232850582926773E+01
    0.885316008197578066E-04    0.120573478208187225E+04    0.104652631235153709E-02    0.614892132039747139E+02   -0.303598750283490570E+01
    0.162734925768835795E-03    0.122198941223610518E+04    0.911436968410146405E-03    0.610088336087381222E+02   -0.302306490116870741E+01
    0.762064774002363897E-04    0.121283259772187353E+04    0.812447951518811546E-03    0.599544601288570433E+02   -0.298906702963066850E+01
    0.950168567925467275E-04    0.120213683480316172E+04    0.112528729125557520E-02    0.610931171597527367E+02   -0.280542044405078439E+01
    0.719538422803653343E-04    0.120399110087123972E+04    0.830736124828458872E-03    0.608334043507453330E+02   -0.273155318345956610E+01
    0.154024871041824607E-03    0.122129490139399832E+04    0.904826517933609263E-03    0.617134257789249574E+02   -0.268047662389096075E+01
    0.783502518797232625E-04    0.122727729189259367E+04    0.737347401451790281E-03    0.598960857215543001E+02   -0.255174654393120903E+01
    0.137386653502868873E-03    0.121011795789611097E+04    0.825231828151691809E-03    0.597178288307647023E+02   -0.252952298078329241E+01
    0.150025419015710124E-03    0.122906287712659400E+04    0.828170852994967446E-03    0.611320228782020010E+02   -0.250161753632158090E+01
    0.102153388448891660E-03    0.122686592923043554E+04    0.102539171988070459E-02    0.618672978214942830E+02   -0.249092945402487542E+01
    0.793697165732807524E-04    0.122705676122390082E+04    0.784582791434367509E-03    0.615083798495421590E+02   -0.244572780256194955E+01
    0.146862986967491286E-03    0.123322536641554734E+04    0.809598232515764261E-03    0.618538581838876240E+02   -0.243832694743399259E+01
