Nested Sampling Global Log-Evidence           :   -0.381213052452232848E+01  +/-    0.916138253536778330E-01

Dim No.       Mean        Sigma
   1    0.281893585288317408E-02    0.550648676866622691E-03
   2    0.120898312840729091E+04    0.114401774119746271E+02
   3    0.899283072096406281E-03    0.901617225413057507E-04
   4    0.501047067537168545E+02    0.934429452085439372E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.287513082239003979E-02
   2    0.122023522471496972E+04
   3    0.826995716267806425E-03
   4    0.486422737082608663E+02

MAP Parameters
Dim No.        Parameter
   1    0.315706878208786091E-02
   2    0.120548757348783238E+04
   3    0.914927599186422759E-03
   4    0.498053761735985177E+02
