Nested Sampling Global Log-Evidence           :   -0.429498633087820902E+01  +/-    0.977206500463385502E-01

Dim No.       Mean        Sigma
   1    0.103947094699904561E-03    0.169426342076290858E-04
   2    0.120855251890360410E+04    0.118450106179948094E+02
   3    0.896820986744401461E-03    0.964578281168490352E-04
   4    0.609086125521760380E+02    0.897094768925066677E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.114017021988005291E-03
   2    0.121282751235288492E+04
   3    0.976038437023838594E-03
   4    0.612727099722809712E+02

MAP Parameters
Dim No.        Parameter
   1    0.135121269815108416E-03
   2    0.123203893966766350E+04
   3    0.939308438687220582E-03
   4    0.619769689246775144E+02
